시도명,학교명,급식날짜,메뉴이름,중량(g),에너지(kcal),탄수화물(g),당류(g),지방(g),단백질(g),칼슘(mg),인(mg),나트륨(mg),칼륨(mg),마그네슘(mg),철(mg),아연(mg),콜레스테롤(mg),,,,,,,
부산광역시,명호고등학교,2022-12-02,배추겉절이,50,21.24,4.48,1.00,0.50,0.94,21.84,23.14,325.41,182.36,0.00,0.48,0.31,1.34,,,,,,,
부산광역시,명호고등학교,2022-12-05,느타리잔파초무침,150,124.30,19.47,8.37,5.41,3.82,146.02,81.48,693.83,377.30,0.00,2.39,0.41,10.05,,,,,,,
부산광역시,명호고등학교,2022-12-06,오리불고기느타리떡,250,559.93,24.47,4.07,34.25,38.16,66.06,420.21,854.07,1004.86,0.00,5.80,4.84,124.82,,,,,,,
부산광역시,명호고등학교,2022-12-07,고구마떡맛탕,200,490.93,90.19,1.43,13.53,3.30,108.33,94.47,213.33,587.22,0.00,3.61,1.13,0.00,,,,,,,
부산광역시,명호고등학교,2022-12-08,오징어김치전안,150,285.73,32.07,0.00,12.48,13.17,83.95,214.22,785.60,529.60,0.00,2.47,1.93,136.00,,,,,,,
부산광역시,명호고등학교,2022-12-09,한입꿔바로우,200,454.44,56.49,1.90,16.59,17.06,36.44,194.01,403.26,468.95,0.00,2.12,1.68,76.48,,,,,,,
부산광역시,명호고등학교,2022-12-12,로제떡볶이,200,300.76,58.85,5.70,2.96,8.72,72.03,179.37,862.23,251.44,0.00,1.57,1.11,6.00,,,,,,,
부산광역시,명호고등학교,2022-12-13,오리엔탈샐러드,100,60.93,7.62,0.84,2.65,2.71,32.21,45.84,242.34,235.39,16.30,0.72,0.58,5.50,,,,,,,
부산광역시,명호고등학교,2022-12-14,양상추샐러드,200,130.62,17.99,2.00,6.25,5.65,136.84,146.78,952.32,850.54,0.00,3.27,1.18,5.36,,,,,,,
부산광역시,명호고등학교,2022-12-15,닭강정샌드위치,100,323.25,24.21,1.74,15.56,18.34,18.98,179.07,413.14,104.22,5.75,1.37,2.00,107.50,,,,,,,
부산광역시,명호고등학교,2022-12-19,샐러드우동,250,422.43,75.84,0.00,7.51,12.76,45.66,226.51,906.68,541.33,13.74,2.15,2.24,100.53,,,,,,,
부산광역시,명호고등학교,2022-12-20,오이양파절임,30,22.36,4.18,3.00,0.09,0.80,4.75,16.66,787.30,83.33,0.00,0.22,0.14,0.00,,,,,,,
부산광역시,명호고등학교,2022-12-21,부추겉절이,200,130.62,17.99,2.00,6.25,5.65,136.84,146.78,952.32,850.54,0.00,3.27,1.18,5.36,,,,,,,
부산광역시,명호고등학교,2022-12-22,돈육고추장불고기,150,386.79,13.05,1.10,21.78,32.90,62.32,298.98,632.54,887.33,0.00,4.23,8.40,106.22,,,,,,,
부산광역시,명호고등학교,2022-12-22,돈육고추장불고기,150,386.79,13.05,1.10,21.78,32.90,62.32,298.98,632.54,887.33,0.00,4.23,8.40,106.22,,,,,,,
부산광역시,명호고등학교,2022-12-23,오이피클봉,50,54.00,14.64,1.99,0.15,0.30,15.08,4.06,333.60,27.32,0.00,0.50,0.05,0.00,,,,,,,
부산광역시,명호고등학교,2022-12-26,온두부,150,253.89,8.08,0.00,18.03,18.66,227.92,274.75,500.53,186.62,0.00,2.92,1.97,66.50,,,,,,,
부산광역시,명호고등학교,2022-12-27,감자튀김케첩,150,462.11,50.10,0.00,25.76,6.24,10.32,95.48,374.22,344.24,0.00,1.43,0.46,0.00,,,,,,,
부산광역시,명호고등학교,2022-12-28,단무지,30,3.90,0.66,0.23,0.16,0.11,5.20,3.54,173.55,16.08,0.00,0.09,0.04,0.00,,,,,,,
부산광역시,명호고등학교,2023-02-02,김가루청포묵무침,250,157.61,19.68,13.74,4.23,2.96,67.04,99.44,756.74,334.03,0.00,1.94,0.74,2.35,,,,,,,
부산광역시,명호고등학교,2023-02-03,부추겉절이,200,130.62,17.99,2.00,6.25,5.65,136.84,146.78,952.32,850.54,0.00,3.27,1.18,5.36,,,,,,,
부산광역시,명호고등학교,2023-02-06,누들떡볶이,200,300.76,58.85,5.70,2.96,8.72,72.03,179.37,862.23,251.44,0.00,1.57,1.11,6.00,,,,,,,
부산광역시,명호고등학교,2023-02-07,웨지감자구이수제,150,462.11,50.10,0.00,25.76,6.24,10.32,95.48,374.22,344.24,0.00,1.43,0.46,0.00,,,,,,,
부산광역시,명호고등학교,2023-02-08,단무지,30,3.90,0.66,0.23,0.16,0.11,5.20,3.54,173.55,16.08,0.00,0.09,0.04,0.00,,,,,,,
부산광역시,명호고등학교,2023-03-02,온두부,150,253.89,8.08,0.00,18.03,18.66,227.92,274.75,500.53,186.62,0.00,2.92,1.97,66.50,,,,,,,
부산광역시,명호고등학교,2023-03-03,부추겉절이,200,130.62,17.99,2.00,6.25,5.65,136.84,146.78,952.32,850.54,0.00,3.27,1.18,5.36,,,,,,,
부산광역시,명호고등학교,2023-03-06,떡볶이,200,300.76,58.85,5.70,2.96,8.72,72.03,179.37,862.23,251.44,0.00,1.57,1.11,6.00,,,,,,,
부산광역시,명호고등학교,2023-03-07,비엔나떡볶음,200,476.04,28.81,5.83,33.24,17.04,27.46,260.35,1409.05,495.96,0.00,2.50,2.22,56.26,,,,,,,
부산광역시,명호고등학교,2023-03-09,콩나물불고기,150,386.79,13.05,1.10,21.78,32.90,62.32,298.98,632.54,887.33,0.00,4.23,8.40,106.22,,,,,,,
부산광역시,명호고등학교,2023-03-10,깍두기,50,17.99,3.95,0.05,0.23,1.00,19.16,15.33,338.88,148.05,0.00,0.56,0.14,4.07,,,,,,,
부산광역시,명호고등학교,2023-03-13,단배추된장나물,700,121.53,11.04,0.00,3.63,13.96,103.80,172.07,2321.48,771.84,0.00,3.53,4.54,25.97,,,,,,,
부산광역시,명호고등학교,2023-03-14,감자튀김케첩,150,462.11,50.10,0.00,25.76,6.24,10.32,95.48,374.22,344.24,0.00,1.43,0.46,0.00,,,,,,,
부산광역시,명호고등학교,2023-03-16,코다리떡강정,100,323.25,24.21,1.74,15.56,18.34,18.98,179.07,413.14,104.22,5.75,1.37,2.00,107.50,,,,,,,
부산광역시,명호고등학교,2023-03-17,고구마맛탕,200,490.93,90.19,1.43,13.53,3.30,108.33,94.47,213.33,587.22,0.00,3.61,1.13,0.00,,,,,,,
부산광역시,명호고등학교,2023-03-17,고구마맛탕,200,490.93,90.19,1.43,13.53,3.30,108.33,94.47,213.33,587.22,0.00,3.61,1.13,0.00,,,,,,,
부산광역시,명호고등학교,2023-03-20,얼갈이겉절이,200,130.62,17.99,2.00,6.25,5.65,136.84,146.78,952.32,850.54,0.00,3.27,1.18,5.36,,,,,,,
부산광역시,명호고등학교,2023-03-21,연두부,100,134.88,4.29,0.00,8.76,9.92,131.04,150.14,199.83,119.91,1.46,1.64,1.07,0.00,,,,,,,
부산광역시,명호고등학교,2023-03-22,소떡소떡,200,476.04,28.81,5.83,33.24,17.04,27.46,260.35,1409.05,495.96,0.00,2.50,2.22,56.26,,,,,,,
부산광역시,명호고등학교,2023-03-24,김치,50,18.43,4.16,0.50,0.30,1.15,35.85,24.24,309.53,207.14,0.00,0.63,0.32,3.41,,,,,,,
부산광역시,명호고등학교,2023-03-27,치즈돈가스,250,758.50,45.48,0.00,46.15,36.02,72.78,344.36,855.05,569.98,0.00,2.51,3.60,146.40,,,,,,,
부산광역시,명호고등학교,2023-03-28,새송이호박볶음,50,29.19,3.09,0.00,2.01,0.77,10.37,20.39,223.28,135.05,0.00,0.37,0.17,0.07,,,,,,,
부산광역시,명호고등학교,2023-03-29,옥수수치즈구이,100,60.93,7.62,0.84,2.65,2.71,32.21,45.84,242.34,235.39,16.30,0.72,0.58,5.50,,,,,,,
부산광역시,명호고등학교,2023-03-30,수육,300,1218.19,8.69,0.00,99.52,61.47,66.90,483.60,389.53,769.52,0.00,3.65,8.62,191.40,,,,,,,
부산광역시,명호고등학교,2023-03-31,오징어어묵무침도시락김,200,249.53,13.55,0.00,4.19,38.67,78.58,556.64,682.39,660.14,0.00,1.86,3.40,430.92,,,,,,,
부산광역시,명호고등학교,2023-04-03,도토리묵양념장,100,43.05,9.87,1.40,0.35,0.40,8.82,28.49,116.47,41.84,1.21,0.46,0.12,0.00,,,,,,,
부산광역시,명호고등학교,2023-04-04,세발나물무침,150,94.86,8.78,0.00,6.51,5.49,69.17,87.67,700.12,453.75,0.00,2.87,0.44,0.00,,,,,,,
부산광역시,명호고등학교,2023-04-05,벌집감자튀김,150,462.11,50.10,0.00,25.76,6.24,10.32,95.48,374.22,344.24,0.00,1.43,0.46,0.00,,,,,,,
부산광역시,명호고등학교,2023-04-05,벌집감자튀김,150,462.11,50.10,0.00,25.76,6.24,10.32,95.48,374.22,344.24,0.00,1.43,0.46,0.00,,,,,,,
부산광역시,명호고등학교,2023-04-06,피쉬칩스,200,646.21,57.38,0.00,37.09,24.50,34.16,303.64,817.27,229.95,0.00,1.95,1.43,176.30,,,,,,,
부산광역시,명호고등학교,2023-04-07,부추겉절이연,200,130.62,17.99,2.00,6.25,5.65,136.84,146.78,952.32,850.54,0.00,3.27,1.18,5.36,,,,,,,
부산광역시,명호고등학교,2023-04-10,감자채볶음안,50,57.80,8.23,0.50,2.53,1.34,10.63,33.28,219.94,254.61,0.00,0.39,0.30,0.00,,,,,,,
부산광역시,명호고등학교,2023-04-11,삼색묵김가루무침,250,157.61,19.68,13.74,4.23,2.96,67.04,99.44,756.74,334.03,0.00,1.94,0.74,2.35,,,,,,,
부산광역시,명호고등학교,2023-04-13,다시마채무침,50,24.94,5.70,4.00,0.54,1.07,47.27,28.82,285.80,236.75,0.00,0.40,0.12,0.00,,,,,,,
부산광역시,명호고등학교,2023-04-14,단무지,30,3.90,0.66,0.23,0.16,0.11,5.20,3.54,173.55,16.08,0.00,0.09,0.04,0.00,,,,,,,
부산광역시,명호고등학교,2023-04-17,새우젓달걀찜,250,190.00,4.81,0.00,10.91,16.20,89.25,230.18,860.32,229.57,0.00,2.07,1.81,634.57,,,,,,,
부산광역시,명호고등학교,2023-04-18,마늘쫑건새우볶음추천,20,69.19,4.81,2.70,2.30,7.22,259.68,143.34,193.09,105.61,0.00,0.62,0.93,74.40,,,,,,,
부산광역시,명호고등학교,2023-04-19,오이피클봉,50,54.00,14.64,1.99,0.15,0.30,15.08,4.06,333.60,27.32,0.00,0.50,0.05,0.00,,,,,,,
부산광역시,명호고등학교,2023-04-20,비엔나떡볶음,200,476.04,28.81,5.83,33.24,17.04,27.46,260.35,1409.05,495.96,0.00,2.50,2.22,56.26,,,,,,,
부산광역시,명호고등학교,2023-04-21,콩조림,20,59.22,7.75,2.92,1.94,3.57,14.38,9.88,234.70,128.36,0.00,0.87,0.43,0.00,,,,,,,
부산광역시,명호고등학교,2023-04-21,콩조림,20,59.22,7.75,2.92,1.94,3.57,14.38,9.88,234.70,128.36,0.00,0.87,0.43,0.00,,,,,,,
부산광역시,명호고등학교,2023-04-24,달걀말이,100,172.24,4.67,0.00,11.23,12.04,49.64,169.30,323.32,200.88,13.20,1.57,1.39,475.00,,,,,,,
부산광역시,명호고등학교,2023-04-25,만두튀김,250,684.42,76.17,0.00,31.18,19.77,53.38,281.62,983.70,595.03,0.00,4.85,2.66,36.00,,,,,,,
부산광역시,명호고등학교,2023-04-26,닭강정,100,323.25,24.21,1.74,15.56,18.34,18.98,179.07,413.14,104.22,5.75,1.37,2.00,107.50,,,,,,,
부산광역시,명호고등학교,2023-05-01,연두부,100,134.88,4.29,0.00,8.76,9.92,131.04,150.14,199.83,119.91,1.46,1.64,1.07,0.00,,,,,,,
부산광역시,명호고등학교,2023-05-02,돈가스,200,620.64,36.56,0.00,39.12,27.78,31.36,264.76,557.09,685.79,0.00,2.20,3.04,138.34,,,,,,,
부산광역시,명호고등학교,2023-05-02,돈가스,200,620.64,36.56,0.00,39.12,27.78,31.36,264.76,557.09,685.79,0.00,2.20,3.04,138.34,,,,,,,
부산광역시,명호고등학교,2023-05-04,감자튀김케첩,150,462.11,50.10,0.00,25.76,6.24,10.32,95.48,374.22,344.24,0.00,1.43,0.46,0.00,,,,,,,
부산광역시,명호고등학교,2023-05-08,국물떡볶이,200,300.76,58.85,5.70,2.96,8.72,72.03,179.37,862.23,251.44,0.00,1.57,1.11,6.00,,,,,,,
부산광역시,명호고등학교,2023-05-09,만두튀김비빔채소,250,684.42,76.17,0.00,31.18,19.77,53.38,281.62,983.70,595.03,0.00,4.85,2.66,36.00,,,,,,,
부산광역시,명호고등학교,2023-05-10,김치,50,18.43,4.16,0.50,0.30,1.15,35.85,24.24,309.53,207.14,0.00,0.63,0.32,3.41,,,,,,,
부산광역시,명호고등학교,2023-05-11,분모자간장찜닭,1500,1358.38,140.64,57.52,36.54,114.90,232.94,703.36,5290.09,2290.16,0.00,9.75,7.53,341.64,,,,,,,
부산광역시,명호고등학교,2023-05-12,회오리감자,150,462.11,50.10,0.00,25.76,6.24,10.32,95.48,374.22,344.24,0.00,1.43,0.46,0.00,,,,,,,
부산광역시,명호고등학교,2023-05-15,돼지갈비찜감자밤표고,170.1,249.70,8.82,1.76,14.42,20.57,30.95,243.75,946.68,391.57,0.00,1.10,2.69,70.38,,,,,,,
부산광역시,명호고등학교,2023-05-16,해물볶음우동,300,377.92,62.26,0.91,10.81,9.59,50.25,93.80,1461.31,637.56,5.73,2.07,1.02,0.00,,,,,,,
부산광역시,명호고등학교,2023-05-16,해물볶음우동,300,377.92,62.26,0.91,10.81,9.59,50.25,93.80,1461.31,637.56,5.73,2.07,1.02,0.00,,,,,,,
부산광역시,명호고등학교,2023-05-16,해물볶음우동,300,377.92,62.26,0.91,10.81,9.59,50.25,93.80,1461.31,637.56,5.73,2.07,1.02,0.00,,,,,,,
부산광역시,명호고등학교,2023-05-16,해물볶음우동,300,377.92,62.26,0.91,10.81,9.59,50.25,93.80,1461.31,637.56,5.73,2.07,1.02,0.00,,,,,,,
부산광역시,명호고등학교,2023-05-16,해물볶음우동,300,377.92,62.26,0.91,10.81,9.59,50.25,93.80,1461.31,637.56,5.73,2.07,1.02,0.00,,,,,,,
부산광역시,명호고등학교,2023-05-17,단무지,30,3.90,0.66,0.23,0.16,0.11,5.20,3.54,173.55,16.08,0.00,0.09,0.04,0.00,,,,,,,
부산광역시,명호고등학교,2023-05-18,다시마채무침,50,24.94,5.70,4.00,0.54,1.07,47.27,28.82,285.80,236.75,0.00,0.40,0.12,0.00,,,,,,,
부산광역시,명호고등학교,2023-05-22,오이피클봉,50,54.00,14.64,1.99,0.15,0.30,15.08,4.06,333.60,27.32,0.00,0.50,0.05,0.00,,,,,,,
부산광역시,명호고등학교,2023-05-23,부추겉절이,200,130.62,17.99,2.00,6.25,5.65,136.84,146.78,952.32,850.54,0.00,3.27,1.18,5.36,,,,,,,
부산광역시,명호고등학교,2023-05-26,얼갈이겉절이,200,130.62,17.99,2.00,6.25,5.65,136.84,146.78,952.32,850.54,0.00,3.27,1.18,5.36,,,,,,,
부산광역시,명호고등학교,2023-05-30,로제떡볶이,200,300.76,58.85,5.70,2.96,8.72,72.03,179.37,862.23,251.44,0.00,1.57,1.11,6.00,,,,,,,
부산광역시,명호고등학교,2023-06-01,고구마맛탕,200,490.93,90.19,1.43,13.53,3.30,108.33,94.47,213.33,587.22,0.00,3.61,1.13,0.00,,,,,,,
부산광역시,명호고등학교,2023-06-01,고구마맛탕,200,490.93,90.19,1.43,13.53,3.30,108.33,94.47,213.33,587.22,0.00,3.61,1.13,0.00,,,,,,,
부산광역시,명호고등학교,2023-06-02,얼갈이겉절이,200,130.62,17.99,2.00,6.25,5.65,136.84,146.78,952.32,850.54,0.00,3.27,1.18,5.36,,,,,,,
부산광역시,명호고등학교,2023-06-07,오이피클봉,50,54.00,14.64,1.99,0.15,0.30,15.08,4.06,333.60,27.32,0.00,0.50,0.05,0.00,,,,,,,
부산광역시,명호고등학교,2023-06-08,콘치즈닭갈비,300,562.10,24.54,3.51,28.89,52.30,99.26,502.20,975.55,1087.68,0.00,4.17,5.68,224.10,,,,,,,
부산광역시,명호고등학교,2023-06-09,김가루청포묵무침,250,157.61,19.68,13.74,4.23,2.96,67.04,99.44,756.74,334.03,0.00,1.94,0.74,2.35,,,,,,,
부산광역시,명호고등학교,2023-06-12,돼지갈비찜단호박,170.1,249.70,8.82,1.76,14.42,20.57,30.95,243.75,946.68,391.57,0.00,1.10,2.69,70.38,,,,,,,
부산광역시,명호고등학교,2023-06-13,마늘보쌈hj,300,1218.19,8.69,0.00,99.52,61.47,66.90,483.60,389.53,769.52,0.00,3.65,8.62,191.40,,,,,,,
부산광역시,명호고등학교,2023-06-14,계란후라이,100,172.24,4.67,0.00,11.23,12.04,49.64,169.30,323.32,200.88,13.20,1.57,1.39,475.00,,,,,,,
부산광역시,명호고등학교,2023-06-15,오이부추겉절이,200,130.62,17.99,2.00,6.25,5.65,136.84,146.78,952.32,850.54,0.00,3.27,1.18,5.36,,,,,,,
부산광역시,명호고등학교,2023-06-16,한입꿔바로우,200,454.44,56.49,1.90,16.59,17.06,36.44,194.01,403.26,468.95,0.00,2.12,1.68,76.48,,,,,,,
부산광역시,명호고등학교,2023-06-19,알감자버터구이고,150,462.11,50.10,0.00,25.76,6.24,10.32,95.48,374.22,344.24,0.00,1.43,0.46,0.00,,,,,,,
부산광역시,명호고등학교,2023-06-20,참치김치찌개안,400,193.58,13.33,0.00,10.89,16.86,200.50,283.60,2604.45,795.12,0.00,4.38,1.72,35.44,,,,,,,
부산광역시,명호고등학교,2023-06-21,단무지,30,3.90,0.66,0.23,0.16,0.11,5.20,3.54,173.55,16.08,0.00,0.09,0.04,0.00,,,,,,,
부산광역시,명호고등학교,2023-06-23,단무지,30,3.90,0.66,0.23,0.16,0.11,5.20,3.54,173.55,16.08,0.00,0.09,0.04,0.00,,,,,,,
부산광역시,명호고등학교,2023-06-26,김치,50,18.43,4.16,0.50,0.30,1.15,35.85,24.24,309.53,207.14,0.00,0.63,0.32,3.41,,,,,,,
부산광역시,명호고등학교,2023-06-27,김치,50,18.43,4.16,0.50,0.30,1.15,35.85,24.24,309.53,207.14,0.00,0.63,0.32,3.41,,,,,,,
부산광역시,명호고등학교,2023-06-28,만두튀김,250,684.42,76.17,0.00,31.18,19.77,53.38,281.62,983.70,595.03,0.00,4.85,2.66,36.00,,,,,,,
부산광역시,명호고등학교,2023-06-29,김치,50,18.43,4.16,0.50,0.30,1.15,35.85,24.24,309.53,207.14,0.00,0.63,0.32,3.41,,,,,,,
부산광역시,명호고등학교,2023-06-30,오이피클봉,50,54.00,14.64,1.99,0.15,0.30,15.08,4.06,333.60,27.32,0.00,0.50,0.05,0.00,,,,,,,
부산광역시,명호고등학교,2023-07-03,양배추샐러드,200,130.62,17.99,2.00,6.25,5.65,136.84,146.78,952.32,850.54,0.00,3.27,1.18,5.36,,,,,,,
부산광역시,명호고등학교,2023-07-05,팽이장국,150,37.97,1.70,0.00,1.75,4.14,98.58,88.75,511.98,156.73,0.00,1.38,0.54,15.68,,,,,,,
부산광역시,명호고등학교,2023-07-06,오이무침,50,23.36,4.63,1.52,0.50,0.89,14.82,33.46,269.31,147.13,0.00,0.44,0.20,0.00,,,,,,,
부산광역시,명호고등학교,2023-07-07,바싹불고기,150,386.79,13.05,1.10,21.78,32.90,62.32,298.98,632.54,887.33,0.00,4.23,8.40,106.22,,,,,,,
부산광역시,명호고등학교,2023-07-10,마늘보쌈hj,300,1218.19,8.69,0.00,99.52,61.47,66.90,483.60,389.53,769.52,0.00,3.65,8.62,191.40,,,,,,,
부산광역시,명호고등학교,2023-07-11,온두부,150,253.89,8.08,0.00,18.03,18.66,227.92,274.75,500.53,186.62,0.00,2.92,1.97,66.50,,,,,,,
부산광역시,명호고등학교,2023-07-12,셀프충무김밥,250,377.26,71.80,0.00,4.62,11.45,79.06,220.20,967.79,413.86,3.60,1.46,1.96,99.60,,,,,,,
부산광역시,명호고등학교,2023-07-12,셀프충무김밥,250,377.26,71.80,0.00,4.62,11.45,79.06,220.20,967.79,413.86,3.60,1.46,1.96,99.60,,,,,,,
부산광역시,명호고등학교,2023-07-12,셀프충무김밥,250,377.26,71.80,0.00,4.62,11.45,79.06,220.20,967.79,413.86,3.60,1.46,1.96,99.60,,,,,,,
부산광역시,명호고등학교,2023-07-13,슈프림치킨,200,567.58,38.84,12.36,31.15,30.47,51.00,315.66,777.86,381.26,0.00,3.35,3.52,259.00,,,,,,,
부산광역시,명호고등학교,2023-07-14,호박잎된장국,700,121.53,11.04,0.00,3.63,13.96,103.80,172.07,2321.48,771.84,0.00,3.53,4.54,25.97,,,,,,,
부산광역시,명호고등학교,2023-07-17,열무된장무침,50,16.29,3.16,1.20,0.35,1.34,64.55,28.57,308.35,411.85,0.00,1.39,0.13,0.00,,,,,,,
부산광역시,명호고등학교,2023-07-17,열무된장무침,50,16.29,3.16,1.20,0.35,1.34,64.55,28.57,308.35,411.85,0.00,1.39,0.13,0.00,,,,,,,
부산광역시,명호고등학교,2023-07-17,열무된장무침,50,16.29,3.16,1.20,0.35,1.34,64.55,28.57,308.35,411.85,0.00,1.39,0.13,0.00,,,,,,,
부산광역시,명호고등학교,2023-07-18,김말이,100,240.56,32.49,0.00,12.38,2.25,28.85,61.65,393.02,123.57,0.64,1.28,0.22,0.00,,,,,,,
부산광역시,명호고등학교,2023-08-16,돼지갈비찜단호박,170.1,249.70,8.82,1.76,14.42,20.57,30.95,243.75,946.68,391.57,0.00,1.10,2.69,70.38,,,,,,,
부산광역시,명호고등학교,2023-08-17,비엔나떡볶음,200,476.04,28.81,5.83,33.24,17.04,27.46,260.35,1409.05,495.96,0.00,2.50,2.22,56.26,,,,,,,
부산광역시,명호고등학교,2023-08-18,만두튀김,250,684.42,76.17,0.00,31.18,19.77,53.38,281.62,983.70,595.03,0.00,4.85,2.66,36.00,,,,,,,
부산광역시,명호고등학교,2023-08-21,모듬어묵탕,600,252.09,37.16,0.00,4.21,22.85,599.25,468.04,2022.74,1696.27,0.00,6.77,2.77,100.37,,,,,,,
부산광역시,명호고등학교,2023-08-22,브로콜리숙회초장,150,94.86,8.78,0.00,6.51,5.49,69.17,87.67,700.12,453.75,0.00,2.87,0.44,0.00,,,,,,,
부산광역시,명호고등학교,2023-08-25,채식만두,250,424.64,60.79,0.00,13.10,18.43,91.73,271.18,961.97,1181.77,0.00,5.54,2.82,20.28,,,,,,,
부산광역시,명호고등학교,2023-08-25,채식만두,250,424.64,60.79,0.00,13.10,18.43,91.73,271.18,961.97,1181.77,0.00,5.54,2.82,20.28,,,,,,,
부산광역시,명호고등학교,2023-08-28,콩나물무침고춧가루,50,24.13,1.15,0.00,1.98,1.64,12.78,21.61,203.50,78.36,0.00,0.43,0.23,0.00,,,,,,,
부산광역시,명호고등학교,2023-08-29,단배추된장나물,700,121.53,11.04,0.00,3.63,13.96,103.80,172.07,2321.48,771.84,0.00,3.53,4.54,25.97,,,,,,,
부산광역시,명호고등학교,2023-08-30,김치,50,18.43,4.16,0.50,0.30,1.15,35.85,24.24,309.53,207.14,0.00,0.63,0.32,3.41,,,,,,,
부산광역시,명호고등학교,2023-08-31,수육,300,1218.19,8.69,0.00,99.52,61.47,66.90,483.60,389.53,769.52,0.00,3.65,8.62,191.40,,,,,,,
부산광역시,명호고등학교,2023-09-01,오이피클,50,54.00,14.64,1.99,0.15,0.30,15.08,4.06,333.60,27.32,0.00,0.50,0.05,0.00,,,,,,,
부산광역시,명호고등학교,2023-09-04,단배추된장나물,700,121.53,11.04,0.00,3.63,13.96,103.80,172.07,2321.48,771.84,0.00,3.53,4.54,25.97,,,,,,,
부산광역시,명호고등학교,2023-09-05,대파채겉절이,200,130.62,17.99,2.00,6.25,5.65,136.84,146.78,952.32,850.54,0.00,3.27,1.18,5.36,,,,,,,
부산광역시,명호고등학교,2023-09-06,떡볶이,200,300.76,58.85,5.70,2.96,8.72,72.03,179.37,862.23,251.44,0.00,1.57,1.11,6.00,,,,,,,
부산광역시,명호고등학교,2023-09-07,양배추샐러드,200,130.62,17.99,2.00,6.25,5.65,136.84,146.78,952.32,850.54,0.00,3.27,1.18,5.36,,,,,,,
부산광역시,명호고등학교,2023-09-08,오징어어묵무침,200,249.53,13.55,0.00,4.19,38.67,78.58,556.64,682.39,660.14,0.00,1.86,3.40,430.92,,,,,,,
부산광역시,명호고등학교,2023-09-11,알감자버터구이고,150,462.11,50.10,0.00,25.76,6.24,10.32,95.48,374.22,344.24,0.00,1.43,0.46,0.00,,,,,,,
부산광역시,명호고등학교,2023-09-12,달걀말이,100,172.24,4.67,0.00,11.23,12.04,49.64,169.30,323.32,200.88,13.20,1.57,1.39,475.00,,,,,,,
부산광역시,명호고등학교,2023-09-13,단무지,30,3.90,0.66,0.23,0.16,0.11,5.20,3.54,173.55,16.08,0.00,0.09,0.04,0.00,,,,,,,
부산광역시,명호고등학교,2023-09-14,햄채소볶음,100,232.60,9.73,0.00,15.48,13.07,7.38,249.97,774.68,191.62,2.35,0.72,0.89,52.15,,,,,,,
부산광역시,명호고등학교,2023-09-18,수육,300,1218.19,8.69,0.00,99.52,61.47,66.90,483.60,389.53,769.52,0.00,3.65,8.62,191.40,,,,,,,
부산광역시,명호고등학교,2023-09-19,돼지갈비찜,170.1,249.70,8.82,1.76,14.42,20.57,30.95,243.75,946.68,391.57,0.00,1.10,2.69,70.38,,,,,,,
부산광역시,명호고등학교,2023-09-19,돼지갈비찜,170.1,249.70,8.82,1.76,14.42,20.57,30.95,243.75,946.68,391.57,0.00,1.10,2.69,70.38,,,,,,,
부산광역시,명호고등학교,2023-09-19,돼지갈비찜,170.1,249.70,8.82,1.76,14.42,20.57,30.95,243.75,946.68,391.57,0.00,1.10,2.69,70.38,,,,,,,
부산광역시,명호고등학교,2023-09-19,돼지갈비찜,170.1,249.70,8.82,1.76,14.42,20.57,30.95,243.75,946.68,391.57,0.00,1.10,2.69,70.38,,,,,,,
부산광역시,명호고등학교,2023-09-20,깍두기,50,17.99,3.95,0.05,0.23,1.00,19.16,15.33,338.88,148.05,0.00,0.56,0.14,4.07,,,,,,,
부산광역시,명호고등학교,2023-09-21,부추겉절이,200,130.62,17.99,2.00,6.25,5.65,136.84,146.78,952.32,850.54,0.00,3.27,1.18,5.36,,,,,,,
부산광역시,명호고등학교,2023-09-22,김치,50,18.43,4.16,0.50,0.30,1.15,35.85,24.24,309.53,207.14,0.00,0.63,0.32,3.41,,,,,,,
부산광역시,명호고등학교,2023-09-25,오이부추겉절이,200,130.62,17.99,2.00,6.25,5.65,136.84,146.78,952.32,850.54,0.00,3.27,1.18,5.36,,,,,,,
부산광역시,명호고등학교,2023-09-27,계란후라이,100,172.24,4.67,0.00,11.23,12.04,49.64,169.30,323.32,200.88,13.20,1.57,1.39,475.00,,,,,,,
부산광역시,명호고등학교,2023-10-04,오이무침,50,23.36,4.63,1.52,0.50,0.89,14.82,33.46,269.31,147.13,0.00,0.44,0.20,0.00,,,,,,,
부산광역시,명호고등학교,2023-10-04,오이무침,50,23.36,4.63,1.52,0.50,0.89,14.82,33.46,269.31,147.13,0.00,0.44,0.20,0.00,,,,,,,
부산광역시,명호고등학교,2023-10-05,연두부,100,134.88,4.29,0.00,8.76,9.92,131.04,150.14,199.83,119.91,1.46,1.64,1.07,0.00,,,,,,,
부산광역시,명호고등학교,2023-10-05,연두부,100,134.88,4.29,0.00,8.76,9.92,131.04,150.14,199.83,119.91,1.46,1.64,1.07,0.00,,,,,,,
부산광역시,명호고등학교,2023-10-06,알감자버터구이고,150,462.11,50.10,0.00,25.76,6.24,10.32,95.48,374.22,344.24,0.00,1.43,0.46,0.00,,,,,,,
부산광역시,명호고등학교,2023-10-06,알감자버터구이고,150,462.11,50.10,0.00,25.76,6.24,10.32,95.48,374.22,344.24,0.00,1.43,0.46,0.00,,,,,,,
