시도명,학교명,급식날짜,메뉴이름,중량(g),에너지(kcal),탄수화물(g),당류(g),지방(g),단백질(g),칼슘(mg),인(mg),나트륨(mg),칼륨(mg),마그네슘(mg),철(mg),아연(mg),콜레스테롤(mg),,,,,,,
부산광역시,명호고등학교,2022-12-19,돼지고기김치찌개,400,246.29,9.33,0.00,18.26,15.50,136.71,235.53,1961.48,725.94,0.00,2.48,2.14,25.30,,,,,,,
부산광역시,명호고등학교,2022-12-19,돼지고기김치찌개,400,246.29,9.33,0.00,18.26,15.50,136.71,235.53,1961.48,725.94,0.00,2.48,2.14,25.30,,,,,,,
부산광역시,명호고등학교,2022-12-20,도토리묵국양념장,100,43.05,9.87,1.40,0.35,0.40,8.82,28.49,116.47,41.84,1.21,0.46,0.12,0.00,,,,,,,
부산광역시,명호고등학교,2022-12-21,순대돼지국밥,900,690.35,34.23,0.00,16.48,17.34,132.86,239.26,3418.20,672.91,3.45,9.11,6.62,1480.97,,,,,,,
부산광역시,명호고등학교,2022-12-21,순대돼지국밥,900,690.35,34.23,0.00,16.48,17.34,132.86,239.26,3418.20,672.91,3.45,9.11,6.62,1480.97,,,,,,,
부산광역시,명호고등학교,2022-12-21,순대돼지국밥,900,690.35,34.23,0.00,16.48,17.34,132.86,239.26,3418.20,672.91,3.45,9.11,6.62,1480.97,,,,,,,
부산광역시,명호고등학교,2022-12-22,단팥죽주찬,600,482.65,100.74,4.79,0.56,20.59,91.00,76.74,1026.11,940.82,0.00,6.03,5.15,0.00,,,,,,,
부산광역시,명호고등학교,2022-12-23,토마토스파게티,500,642.18,102.07,0.00,17.37,20.22,97.18,220.69,1404.81,1651.30,0.00,5.09,3.39,12.65,,,,,,,
부산광역시,명호고등학교,2022-12-26,바지락미역국,550,159.25,8.51,0.00,1.84,25.83,168.95,388.49,1650.85,580.06,0.00,29.46,2.30,145.20,,,,,,,
부산광역시,명호고등학교,2022-12-27,쇠고기양송이죽부식,800,573.24,102.93,0.00,6.46,20.52,31.25,288.76,1263.62,504.51,0.00,2.20,4.33,29.32,,,,,,,
부산광역시,명호고등학교,2022-12-28,온메밀국수,600,588.68,120.09,10.16,4.53,25.26,76.06,224.96,1962.46,629.12,11.48,3.21,4.64,35.98,,,,,,,
부산광역시,명호고등학교,2023-02-02,떡국주식,800,714.99,144.03,0.00,5.39,21.86,222.52,362.35,2019.28,610.40,0.00,4.52,4.13,90.80,,,,,,,
부산광역시,명호고등학교,2023-02-03,순대돼지국밥,900,690.35,34.23,0.00,16.48,17.34,132.86,239.26,3418.20,672.91,3.45,9.11,6.62,1480.97,,,,,,,
부산광역시,명호고등학교,2023-02-03,순대돼지국밥,900,690.35,34.23,0.00,16.48,17.34,132.86,239.26,3418.20,672.91,3.45,9.11,6.62,1480.97,,,,,,,
부산광역시,명호고등학교,2023-02-03,순대돼지국밥,900,690.35,34.23,0.00,16.48,17.34,132.86,239.26,3418.20,672.91,3.45,9.11,6.62,1480.97,,,,,,,
부산광역시,명호고등학교,2023-02-06,돼지고기김치찌개,400,246.29,9.33,0.00,18.26,15.50,136.71,235.53,1961.48,725.94,0.00,2.48,2.14,25.30,,,,,,,
부산광역시,명호고등학교,2023-02-06,돼지고기김치찌개,400,246.29,9.33,0.00,18.26,15.50,136.71,235.53,1961.48,725.94,0.00,2.48,2.14,25.30,,,,,,,
부산광역시,명호고등학교,2023-02-06,돼지고기김치찌개,400,246.29,9.33,0.00,18.26,15.50,136.71,235.53,1961.48,725.94,0.00,2.48,2.14,25.30,,,,,,,
부산광역시,명호고등학교,2023-02-08,찐만두,120,158.05,20.48,0.00,5.84,5.86,27.60,81.86,269.52,259.71,0.00,1.42,0.79,7.59,,,,,,,
부산광역시,명호고등학교,2023-03-02,쇠고기미역국,650,154.93,6.91,0.00,6.83,20.23,123.38,207.13,2006.88,912.73,0.00,3.57,6.06,41.34,,,,,,,
부산광역시,명호고등학교,2023-03-03,순대돼지국밥,900,690.35,34.23,0.00,16.48,17.34,132.86,239.26,3418.20,672.91,3.45,9.11,6.62,1480.97,,,,,,,
부산광역시,명호고등학교,2023-03-03,순대돼지국밥,900,690.35,34.23,0.00,16.48,17.34,132.86,239.26,3418.20,672.91,3.45,9.11,6.62,1480.97,,,,,,,
부산광역시,명호고등학교,2023-03-03,순대돼지국밥,900,690.35,34.23,0.00,16.48,17.34,132.86,239.26,3418.20,672.91,3.45,9.11,6.62,1480.97,,,,,,,
부산광역시,명호고등학교,2023-03-06,김치콩나물국,400,22.53,1.26,0.00,1.42,1.82,33.49,44.86,752.43,82.80,8.52,0.48,0.25,7.41,,,,,,,
부산광역시,명호고등학교,2023-03-07,닭곰탕당면,650,527.70,15.39,0.00,24.14,58.88,119.61,757.38,1005.19,1691.63,0.00,11.65,6.83,230.49,,,,,,,
부산광역시,명호고등학교,2023-03-08,잔치국수,700,564.23,104.67,0.44,6.23,20.26,250.38,277.30,1792.23,904.12,3.55,3.77,1.90,167.41,,,,,,,
부산광역시,명호고등학교,2023-03-09,순두부백탕바지락,400,198.47,8.78,0.00,14.03,14.72,135.17,218.60,1331.31,547.85,0.00,2.81,1.56,6.60,,,,,,,
부산광역시,명호고등학교,2023-03-10,들깨무채국,500,50.17,4.70,0.00,4.35,2.70,112.70,43.92,1527.55,658.72,0.00,1.11,0.45,0.00,,,,,,,
부산광역시,명호고등학교,2023-03-13,돼지고기김치찌개,400,246.29,9.33,0.00,18.26,15.50,136.71,235.53,1961.48,725.94,0.00,2.48,2.14,25.30,,,,,,,
부산광역시,명호고등학교,2023-03-13,돼지고기김치찌개,400,246.29,9.33,0.00,18.26,15.50,136.71,235.53,1961.48,725.94,0.00,2.48,2.14,25.30,,,,,,,
부산광역시,명호고등학교,2023-03-13,돼지고기김치찌개,400,246.29,9.33,0.00,18.26,15.50,136.71,235.53,1961.48,725.94,0.00,2.48,2.14,25.30,,,,,,,
부산광역시,명호고등학교,2023-03-14,미니불고기버거,200,436.75,21.35,0.00,28.05,24.92,60.60,258.45,920.26,787.00,0.00,2.88,4.69,75.78,,,,,,,
부산광역시,명호고등학교,2023-03-15,우동장국,150,37.97,1.70,0.00,1.75,4.14,98.58,88.75,511.98,156.73,0.00,1.38,0.54,15.68,,,,,,,
부산광역시,명호고등학교,2023-03-16,쇠고기무국,400,125.22,8.14,0.00,4.72,13.51,60.64,131.53,1095.18,662.83,0.00,3.99,1.71,28.56,,,,,,,
부산광역시,명호고등학교,2023-03-17,녹두삼계탕,1000,881.32,44.08,0.00,40.57,76.65,58.97,742.37,1211.32,439.92,0.00,5.27,9.61,285.00,,,,,,,
부산광역시,명호고등학교,2023-03-20,김치어묵탕,600,252.09,37.16,0.00,4.21,22.85,599.25,468.04,2022.74,1696.27,0.00,6.77,2.77,100.37,,,,,,,
부산광역시,명호고등학교,2023-03-22,잡채밥자장,650,851.54,125.70,4.00,28.61,21.14,84.11,287.78,2251.34,817.08,32.55,4.83,5.90,36.00,,,,,,,
부산광역시,명호고등학교,2023-03-23,등뼈감자탕,900,963.71,49.64,0.90,58.28,60.55,628.48,767.84,2439.38,2414.90,0.00,6.69,8.08,143.69,,,,,,,
부산광역시,명호고등학교,2023-03-24,감자옹심이국,700,220.07,37.01,0.00,2.16,17.00,466.58,462.60,1734.15,1855.32,0.00,5.33,2.70,87.78,,,,,,,
부산광역시,명호고등학교,2023-03-27,알감자조림,50,56.23,10.48,1.57,1.26,1.38,13.10,40.96,241.73,214.52,0.00,0.82,0.28,0.00,,,,,,,
부산광역시,명호고등학교,2023-03-29,낙지새우비빔밥,400,683.62,113.43,5.09,16.84,19.26,119.37,249.11,1155.81,640.97,29.67,4.52,3.57,119.13,,,,,,,
부산광역시,명호고등학교,2023-03-30,비빔쫄면,450,622.42,110.85,22.13,6.93,12.36,140.03,304.89,1271.55,547.14,19.64,4.19,1.46,0.00,,,,,,,
부산광역시,명호고등학교,2023-03-30,비빔쫄면,450,622.42,110.85,22.13,6.93,12.36,140.03,304.89,1271.55,547.14,19.64,4.19,1.46,0.00,,,,,,,
부산광역시,명호고등학교,2023-03-31,닭칼국수,900,643.10,70.24,0.00,19.59,39.86,110.16,285.97,2492.77,913.48,5.78,2.45,1.64,113.77,,,,,,,
부산광역시,명호고등학교,2023-04-03,단배추들깨시락국,700,121.53,11.04,0.00,3.63,13.96,103.80,172.07,2321.48,771.84,0.00,3.53,4.54,25.97,,,,,,,
부산광역시,명호고등학교,2023-04-04,만두국,700,432.62,53.28,0.00,14.92,19.24,163.29,300.75,2356.67,1202.84,0.00,5.03,2.14,94.22,,,,,,,
부산광역시,명호고등학교,2023-04-05,들깨무채국,500,50.17,4.70,0.00,4.35,2.70,112.70,43.92,1527.55,658.72,0.00,1.11,0.45,0.00,,,,,,,
부산광역시,명호고등학교,2023-04-06,쑥국,450,117.32,17.17,0.00,2.55,13.21,502.74,317.04,1799.60,1434.72,0.00,5.95,1.83,68.97,,,,,,,
부산광역시,명호고등학교,2023-04-07,순대돼지국밥,900,690.35,34.23,0.00,16.48,17.34,132.86,239.26,3418.20,672.91,3.45,9.11,6.62,1480.97,,,,,,,
부산광역시,명호고등학교,2023-04-07,순대돼지국밥,900,690.35,34.23,0.00,16.48,17.34,132.86,239.26,3418.20,672.91,3.45,9.11,6.62,1480.97,,,,,,,
부산광역시,명호고등학교,2023-04-07,순대돼지국밥,900,690.35,34.23,0.00,16.48,17.34,132.86,239.26,3418.20,672.91,3.45,9.11,6.62,1480.97,,,,,,,
부산광역시,명호고등학교,2023-04-10,부대찌개,600,525.98,46.81,0.00,28.48,27.71,140.65,344.39,2689.19,880.56,0.00,4.05,3.91,42.96,,,,,,,
부산광역시,명호고등학교,2023-04-10,부대찌개,600,525.98,46.81,0.00,28.48,27.71,140.65,344.39,2689.19,880.56,0.00,4.05,3.91,42.96,,,,,,,
부산광역시,명호고등학교,2023-04-11,새알미역국,500,50.17,4.70,0.00,4.35,2.70,112.70,43.92,1527.55,658.72,0.00,1.11,0.45,0.00,,,,,,,
부산광역시,명호고등학교,2023-04-12,두부된장국,450,109.26,8.14,0.00,3.21,15.31,621.10,436.37,1453.19,1211.00,0.00,6.12,2.37,112.86,,,,,,,
부산광역시,명호고등학교,2023-04-13,맑은콩나물국,400,22.53,1.26,0.00,1.42,1.82,33.49,44.86,752.43,82.80,8.52,0.48,0.25,7.41,,,,,,,
부산광역시,명호고등학교,2023-04-14,갈비만두초간장,120,158.05,20.48,0.00,5.84,5.86,27.60,81.86,269.52,259.71,0.00,1.42,0.79,7.59,,,,,,,
부산광역시,명호고등학교,2023-04-17,참치김치찌개안,400,193.58,13.33,0.00,10.89,16.86,200.50,283.60,2604.45,795.12,0.00,4.38,1.72,35.44,,,,,,,
부산광역시,명호고등학교,2023-04-18,육개장안,440,137.86,11.62,0.00,5.87,13.44,61.90,145.84,1112.78,719.33,0.00,4.13,2.05,24.23,,,,,,,
부산광역시,명호고등학교,2023-04-18,육개장안,440,137.86,11.62,0.00,5.87,13.44,61.90,145.84,1112.78,719.33,0.00,4.13,2.05,24.23,,,,,,,
부산광역시,명호고등학교,2023-04-20,닭곰탕당면,650,527.70,15.39,0.00,24.14,58.88,119.61,757.38,1005.19,1691.63,0.00,11.65,6.83,230.49,,,,,,,
부산광역시,명호고등학교,2023-04-24,옥수수크림스프,400,280.48,35.37,0.00,14.02,5.82,0.00,0.00,1319.46,0.00,0.00,0.00,0.00,40.71,,,,,,,
부산광역시,명호고등학교,2023-04-25,꼬지어묵탕,600,252.09,37.16,0.00,4.21,22.85,599.25,468.04,2022.74,1696.27,0.00,6.77,2.77,100.37,,,,,,,
부산광역시,명호고등학교,2023-04-26,건새우콩나물국안,400,22.53,1.26,0.00,1.42,1.82,33.49,44.86,752.43,82.80,8.52,0.48,0.25,7.41,,,,,,,
부산광역시,명호고등학교,2023-04-27,불고기퀘사디아,250,425.67,76.07,0.00,6.64,14.67,64.33,236.14,1477.98,554.00,12.52,2.27,2.61,99.87,,,,,,,
부산광역시,명호고등학교,2023-05-02,단배추들깨시락국,700,121.53,11.04,0.00,3.63,13.96,103.80,172.07,2321.48,771.84,0.00,3.53,4.54,25.97,,,,,,,
부산광역시,명호고등학교,2023-05-03,닭칼국수,900,643.10,70.24,0.00,19.59,39.86,110.16,285.97,2492.77,913.48,5.78,2.45,1.64,113.77,,,,,,,
부산광역시,명호고등학교,2023-05-04,치킨또띠아,100,219.42,9.97,2.45,14.23,11.41,11.71,72.63,351.39,113.24,1.75,1.00,0.77,66.00,,,,,,,
부산광역시,명호고등학교,2023-05-08,꼬지어묵탕,600,252.09,37.16,0.00,4.21,22.85,599.25,468.04,2022.74,1696.27,0.00,6.77,2.77,100.37,,,,,,,
부산광역시,명호고등학교,2023-05-09,추어탕,700,338.67,24.42,1.81,11.51,37.37,1598.50,975.90,2077.15,906.87,0.00,24.70,6.80,298.48,,,,,,,
부산광역시,명호고등학교,2023-05-11,감자수제비국,800,622.15,99.22,0.00,6.54,38.53,1054.84,907.28,1669.32,1892.55,46.05,11.10,4.71,209.00,,,,,,,
부산광역시,명호고등학교,2023-05-12,팽이장국,150,37.97,1.70,0.00,1.75,4.14,98.58,88.75,511.98,156.73,0.00,1.38,0.54,15.68,,,,,,,
부산광역시,명호고등학교,2023-05-16,닭다리삼계탕,1000,1181.71,92.53,0.00,48.18,75.93,116.55,584.82,789.79,1290.97,0.00,9.84,5.55,271.44,,,,,,,
부산광역시,명호고등학교,2023-05-17,찐만두,120,158.05,20.48,0.00,5.84,5.86,27.60,81.86,269.52,259.71,0.00,1.42,0.79,7.59,,,,,,,
부산광역시,명호고등학교,2023-05-18,맑은동태탕,800,369.69,18.94,1.38,7.80,59.57,262.75,789.14,2487.54,1573.10,0.00,4.74,2.39,292.66,,,,,,,
부산광역시,명호고등학교,2023-05-19,유부장국,150,37.97,1.70,0.00,1.75,4.14,98.58,88.75,511.98,156.73,0.00,1.38,0.54,15.68,,,,,,,
부산광역시,명호고등학교,2023-05-22,슈비버거,200,436.75,21.35,0.00,28.05,24.92,60.60,258.45,920.26,787.00,0.00,2.88,4.69,75.78,,,,,,,
부산광역시,명호고등학교,2023-05-23,고기국수,900,643.10,70.24,0.00,19.59,39.86,110.16,285.97,2492.77,913.48,5.78,2.45,1.64,113.77,,,,,,,
부산광역시,명호고등학교,2023-05-26,김치어묵탕,600,252.09,37.16,0.00,4.21,22.85,599.25,468.04,2022.74,1696.27,0.00,6.77,2.77,100.37,,,,,,,
부산광역시,명호고등학교,2023-05-30,모듬어묵탕,600,252.09,37.16,0.00,4.21,22.85,599.25,468.04,2022.74,1696.27,0.00,6.77,2.77,100.37,,,,,,,
부산광역시,명호고등학교,2023-05-31,미니우동,700,420.79,81.23,0.50,1.74,16.94,88.55,155.03,1873.54,371.35,9.34,3.17,0.71,16.20,,,,,,,
부산광역시,명호고등학교,2023-06-01,근대된장국,450,109.26,8.14,0.00,3.21,15.31,621.10,436.37,1453.19,1211.00,0.00,6.12,2.37,112.86,,,,,,,
부산광역시,명호고등학교,2023-06-02,부대찌개면사리,600,525.98,46.81,0.00,28.48,27.71,140.65,344.39,2689.19,880.56,0.00,4.05,3.91,42.96,,,,,,,
부산광역시,명호고등학교,2023-06-07,새우버거,200,436.75,21.35,0.00,28.05,24.92,60.60,258.45,920.26,787.00,0.00,2.88,4.69,75.78,,,,,,,
부산광역시,명호고등학교,2023-06-08,맑은콩나물국,400,22.53,1.26,0.00,1.42,1.82,33.49,44.86,752.43,82.80,8.52,0.48,0.25,7.41,,,,,,,
부산광역시,명호고등학교,2023-06-09,닭곰탕당면,650,527.70,15.39,0.00,24.14,58.88,119.61,757.38,1005.19,1691.63,0.00,11.65,6.83,230.49,,,,,,,
부산광역시,명호고등학교,2023-06-12,레드벨벳케이크,100,264.74,62.08,13.99,0.23,3.41,15.68,71.71,226.38,86.78,7.71,1.46,1.13,0.00,,,,,,,
부산광역시,명호고등학교,2023-06-13,들기름막국수,550,566.89,111.30,11.02,5.09,26.95,68.90,286.78,1828.02,894.77,19.55,3.93,5.23,37.10,,,,,,,
부산광역시,명호고등학교,2023-06-14,크림치즈꽈배기,100,218.82,48.20,11.99,0.79,4.04,10.82,78.99,296.95,96.90,4.20,0.55,0.75,0.00,,,,,,,
부산광역시,명호고등학교,2023-06-15,녹두삼계탕,1000,881.32,44.08,0.00,40.57,76.65,58.97,742.37,1211.32,439.92,0.00,5.27,9.61,285.00,,,,,,,
부산광역시,명호고등학교,2023-06-19,단배추된장국안,700,121.53,11.04,0.00,3.63,13.96,103.80,172.07,2321.48,771.84,0.00,3.53,4.54,25.97,,,,,,,
부산광역시,명호고등학교,2023-06-21,찐만두,120,158.05,20.48,0.00,5.84,5.86,27.60,81.86,269.52,259.71,0.00,1.42,0.79,7.59,,,,,,,
부산광역시,명호고등학교,2023-06-22,들깨무채국,500,50.17,4.70,0.00,4.35,2.70,112.70,43.92,1527.55,658.72,0.00,1.11,0.45,0.00,,,,,,,
부산광역시,명호고등학교,2023-06-23,우동주식,700,420.79,81.23,0.50,1.74,16.94,88.55,155.03,1873.54,371.35,9.34,3.17,0.71,16.20,,,,,,,
부산광역시,명호고등학교,2023-06-26,제육생채소비빔밥,500,796.94,95.80,5.40,27.52,37.80,46.04,573.70,1375.69,624.95,0.00,6.28,7.17,108.00,,,,,,,
부산광역시,명호고등학교,2023-06-27,우동장국,150,37.97,1.70,0.00,1.75,4.14,98.58,88.75,511.98,156.73,0.00,1.38,0.54,15.68,,,,,,,
부산광역시,명호고등학교,2023-06-28,부추계란국,450,193.04,5.35,0.00,11.11,16.19,65.75,225.20,1263.96,229.57,0.00,2.08,1.81,641.25,,,,,,,
부산광역시,명호고등학교,2023-06-29,돈육카레라이스,500,653.24,92.58,0.00,10.67,13.40,27.90,218.24,1108.55,525.62,70.18,1.98,2.66,13.75,,,,,,,
부산광역시,명호고등학교,2023-07-03,비빔쫄면,450,622.42,110.85,22.13,6.93,12.36,140.03,304.89,1271.55,547.14,19.64,4.19,1.46,0.00,,,,,,,
부산광역시,명호고등학교,2023-07-03,비빔쫄면,450,622.42,110.85,22.13,6.93,12.36,140.03,304.89,1271.55,547.14,19.64,4.19,1.46,0.00,,,,,,,
부산광역시,명호고등학교,2023-07-05,열무비빔밥무생채,400,445.66,90.03,1.72,3.16,12.99,91.06,167.96,718.39,708.68,1.29,3.91,2.65,12.80,,,,,,,
부산광역시,명호고등학교,2023-07-05,열무비빔밥무생채,400,445.66,90.03,1.72,3.16,12.99,91.06,167.96,718.39,708.68,1.29,3.91,2.65,12.80,,,,,,,
부산광역시,명호고등학교,2023-07-07,물비빔국수,550,577.17,114.48,11.02,9.55,16.71,130.69,262.58,1628.30,1389.40,7.55,6.27,2.59,0.00,,,,,,,
부산광역시,명호고등학교,2023-07-10,비빔당면,550,577.17,114.48,11.02,9.55,16.71,130.69,262.58,1628.30,1389.40,7.55,6.27,2.59,0.00,,,,,,,
부산광역시,명호고등학교,2023-07-12,잔치국수,700,564.23,104.67,0.44,6.23,20.26,250.38,277.30,1792.23,904.12,3.55,3.77,1.90,167.41,,,,,,,
부산광역시,명호고등학교,2023-07-13,맑은콩나물국,400,22.53,1.26,0.00,1.42,1.82,33.49,44.86,752.43,82.80,8.52,0.48,0.25,7.41,,,,,,,
부산광역시,명호고등학교,2023-07-17,새알미역국,500,50.17,4.70,0.00,4.35,2.70,112.70,43.92,1527.55,658.72,0.00,1.11,0.45,0.00,,,,,,,
부산광역시,명호고등학교,2023-07-18,만두국,700,432.62,53.28,0.00,14.92,19.24,163.29,300.75,2356.67,1202.84,0.00,5.03,2.14,94.22,,,,,,,
부산광역시,명호고등학교,2023-08-17,닭다리삼계탕,1000,1181.71,92.53,0.00,48.18,75.93,116.55,584.82,789.79,1290.97,0.00,9.84,5.55,271.44,,,,,,,
부산광역시,명호고등학교,2023-08-18,잔파계란국,450,193.04,5.35,0.00,11.11,16.19,65.75,225.20,1263.96,229.57,0.00,2.08,1.81,641.25,,,,,,,
부산광역시,명호고등학교,2023-08-22,닭개장,700,317.07,19.18,0.00,14.95,33.74,87.85,388.18,1786.03,1057.87,0.00,5.37,4.73,96.90,,,,,,,
부산광역시,명호고등학교,2023-08-23,셀프김가루주먹밥,350,506.80,108.05,0.00,8.37,14.14,30.32,95.48,88.75,815.92,22.40,1.88,1.78,0.00,,,,,,,
부산광역시,명호고등학교,2023-08-24,단배추된장국안,700,121.53,11.04,0.00,3.63,13.96,103.80,172.07,2321.48,771.84,0.00,3.53,4.54,25.97,,,,,,,
부산광역시,명호고등학교,2023-08-25,두부된장국,450,109.26,8.14,0.00,3.21,15.31,621.10,436.37,1453.19,1211.00,0.00,6.12,2.37,112.86,,,,,,,
부산광역시,명호고등학교,2023-08-28,감자수제비국,800,622.15,99.22,0.00,6.54,38.53,1054.84,907.28,1669.32,1892.55,46.05,11.10,4.71,209.00,,,,,,,
부산광역시,명호고등학교,2023-08-29,참치김치찌개안,400,193.58,13.33,0.00,10.89,16.86,200.50,283.60,2604.45,795.12,0.00,4.38,1.72,35.44,,,,,,,
부산광역시,명호고등학교,2023-08-30,들깨무채국,500,50.17,4.70,0.00,4.35,2.70,112.70,43.92,1527.55,658.72,0.00,1.11,0.45,0.00,,,,,,,
부산광역시,명호고등학교,2023-08-31,비빔막국수안,550,566.89,111.30,11.02,5.09,26.95,68.90,286.78,1828.02,894.77,19.55,3.93,5.23,37.10,,,,,,,
부산광역시,명호고등학교,2023-09-04,맑은콩나물국,400,22.53,1.26,0.00,1.42,1.82,33.49,44.86,752.43,82.80,8.52,0.48,0.25,7.41,,,,,,,
부산광역시,명호고등학교,2023-09-05,옹심이만두국,700,432.62,53.28,0.00,14.92,19.24,163.29,300.75,2356.67,1202.84,0.00,5.03,2.14,94.22,,,,,,,
부산광역시,명호고등학교,2023-09-06,미니우동,700,420.79,81.23,0.50,1.74,16.94,88.55,155.03,1873.54,371.35,9.34,3.17,0.71,16.20,,,,,,,
부산광역시,명호고등학교,2023-09-07,단배추들깨시락국고,700,121.53,11.04,0.00,3.63,13.96,103.80,172.07,2321.48,771.84,0.00,3.53,4.54,25.97,,,,,,,
부산광역시,명호고등학교,2023-09-08,잔치국수,700,564.23,104.67,0.44,6.23,20.26,250.38,277.30,1792.23,904.12,3.55,3.77,1.90,167.41,,,,,,,
부산광역시,명호고등학교,2023-09-11,비빔쫄면,450,622.42,110.85,22.13,6.93,12.36,140.03,304.89,1271.55,547.14,19.64,4.19,1.46,0.00,,,,,,,
부산광역시,명호고등학교,2023-09-11,비빔쫄면,450,622.42,110.85,22.13,6.93,12.36,140.03,304.89,1271.55,547.14,19.64,4.19,1.46,0.00,,,,,,,
부산광역시,명호고등학교,2023-09-12,도토리묵국양념장,100,43.05,9.87,1.40,0.35,0.40,8.82,28.49,116.47,41.84,1.21,0.46,0.12,0.00,,,,,,,
부산광역시,명호고등학교,2023-09-13,찐만두,120,158.05,20.48,0.00,5.84,5.86,27.60,81.86,269.52,259.71,0.00,1.42,0.79,7.59,,,,,,,
부산광역시,명호고등학교,2023-09-14,무청시래기국,450,99.12,10.68,0.00,2.54,10.02,392.83,223.42,1535.63,484.55,0.00,4.40,1.98,37.62,,,,,,,
부산광역시,명호고등학교,2023-09-18,비빔국수,550,577.17,114.48,11.02,9.55,16.71,130.69,262.58,1628.30,1389.40,7.55,6.27,2.59,0.00,,,,,,,
부산광역시,명호고등학교,2023-09-18,비빔국수,550,577.17,114.48,11.02,9.55,16.71,130.69,262.58,1628.30,1389.40,7.55,6.27,2.59,0.00,,,,,,,
부산광역시,명호고등학교,2023-09-18,비빔국수,550,577.17,114.48,11.02,9.55,16.71,130.69,262.58,1628.30,1389.40,7.55,6.27,2.59,0.00,,,,,,,
부산광역시,명호고등학교,2023-09-19,레드벨벳케이크,100,264.74,62.08,13.99,0.23,3.41,15.68,71.71,226.38,86.78,7.71,1.46,1.13,0.00,,,,,,,
부산광역시,명호고등학교,2023-09-20,단배추된장국,700,121.53,11.04,0.00,3.63,13.96,103.80,172.07,2321.48,771.84,0.00,3.53,4.54,25.97,,,,,,,
부산광역시,명호고등학교,2023-09-21,닭곰탕당면,650,527.70,15.39,0.00,24.14,58.88,119.61,757.38,1005.19,1691.63,0.00,11.65,6.83,230.49,,,,,,,
부산광역시,명호고등학교,2023-09-22,건파래볶음,30,31.59,5.43,0.90,0.69,2.34,64.54,19.04,252.05,74.49,0.00,1.71,0.15,0.00,,,,,,,
부산광역시,명호고등학교,2023-09-25,녹두삼계탕,1000,881.32,44.08,0.00,40.57,76.65,58.97,742.37,1211.32,439.92,0.00,5.27,9.61,285.00,,,,,,,
부산광역시,명호고등학교,2023-09-26,옥수수크림스프,400,280.48,35.37,0.00,14.02,5.82,0.00,0.00,1319.46,0.00,0.00,0.00,0.00,40.71,,,,,,,
부산광역시,명호고등학교,2023-09-27,쇠고기탕국,250,94.24,2.58,0.00,4.32,12.08,286.05,220.64,663.05,250.61,0.00,3.60,1.27,35.48,,,,,,,
부산광역시,명호고등학교,2023-10-04,들깨무채국,500,50.17,4.70,0.00,4.35,2.70,112.70,43.92,1527.55,658.72,0.00,1.11,0.45,0.00,,,,,,,
부산광역시,명호고등학교,2023-10-04,들깨무채국,500,50.17,4.70,0.00,4.35,2.70,112.70,43.92,1527.55,658.72,0.00,1.11,0.45,0.00,,,,,,,
부산광역시,명호고등학교,2023-10-06,도라지일미무침,200,249.53,13.55,0.00,4.19,38.67,78.58,556.64,682.39,660.14,0.00,1.86,3.40,430.92,,,,,,,
부산광역시,명호고등학교,2023-10-06,도라지일미무침,200,249.53,13.55,0.00,4.19,38.67,78.58,556.64,682.39,660.14,0.00,1.86,3.40,430.92,,,,,,,
부산광역시,명호고등학교,2023-10-10,부추달걀국,450,193.04,5.35,0.00,11.11,16.19,65.75,225.20,1263.96,229.57,0.00,2.08,1.81,641.25,,,,,,,
부산광역시,명호고등학교,2023-10-10,부추달걀국,450,193.04,5.35,0.00,11.11,16.19,65.75,225.20,1263.96,229.57,0.00,2.08,1.81,641.25,,,,,,,
부산광역시,명호고등학교,2023-10-11,잔치국수,700,564.23,104.67,0.44,6.23,20.26,250.38,277.30,1792.23,904.12,3.55,3.77,1.90,167.41,,,,,,,
부산광역시,명호고등학교,2023-10-11,잔치국수,700,564.23,104.67,0.44,6.23,20.26,250.38,277.30,1792.23,904.12,3.55,3.77,1.90,167.41,,,,,,,
부산광역시,명호고등학교,2023-10-12,단배추된장국,700,121.53,11.04,0.00,3.63,13.96,103.80,172.07,2321.48,771.84,0.00,3.53,4.54,25.97,,,,,,,
부산광역시,명호고등학교,2023-10-12,단배추된장국,700,121.53,11.04,0.00,3.63,13.96,103.80,172.07,2321.48,771.84,0.00,3.53,4.54,25.97,,,,,,,
부산광역시,명호고등학교,2023-10-17,닭곰탕당면,650,527.70,15.39,0.00,24.14,58.88,119.61,757.38,1005.19,1691.63,0.00,11.65,6.83,230.49,,,,,,,
부산광역시,명호고등학교,2023-10-18,가쓰오장국,150,37.97,1.70,0.00,1.75,4.14,98.58,88.75,511.98,156.73,0.00,1.38,0.54,15.68,,,,,,,
부산광역시,명호고등학교,2023-10-23,팽이장국,150,37.97,1.70,0.00,1.75,4.14,98.58,88.75,511.98,156.73,0.00,1.38,0.54,15.68,,,,,,,
부산광역시,명호고등학교,2023-10-24,무청시래기국,450,99.12,10.68,0.00,2.54,10.02,392.83,223.42,1535.63,484.55,0.00,4.40,1.98,37.62,,,,,,,
부산광역시,명호고등학교,2023-10-25,호박잎된장국,700,121.53,11.04,0.00,3.63,13.96,103.80,172.07,2321.48,771.84,0.00,3.53,4.54,25.97,,,,,,,
부산광역시,명호고등학교,2023-10-26,부대찌개,600,525.98,46.81,0.00,28.48,27.71,140.65,344.39,2689.19,880.56,0.00,4.05,3.91,42.96,,,,,,,
