학교명,학교종류명,시도명
가락고등학교,고등학교,서울특별시
가락중학교,중학교,서울특별시
가산중학교,중학교,서울특별시
가원중학교,중학교,서울특별시
가재울고등학교,고등학교,서울특별시
가재울중학교,중학교,서울특별시
강남중학교,중학교,서울특별시
강동고등학교,고등학교,서울특별시
강동중학교,중학교,서울특별시
강명중학교,중학교,서울특별시
강북중학교,중학교,서울특별시
강빛중학교,중학교,서울특별시
강서고등학교,고등학교,서울특별시
강신중학교,중학교,서울특별시
강일고등학교,고등학교,서울특별시
강일중학교,중학교,서울특별시
강현중학교,중학교,서울특별시
개봉중학교,중학교,서울특별시
개운중학교,중학교,서울특별시
개웅중학교,중학교,서울특별시
개원중학교,중학교,서울특별시
개포고등학교,고등학교,서울특별시
개포중학교,중학교,서울특별시
거원중학교,중학교,서울특별시
건국대학교사범대학부속고등학교,고등학교,서울특별시
건국대학교사범대학부속중학교,중학교,서울특별시
경기고등학교,고등학교,서울특별시
경기기계공업고등학교,고등학교,서울특별시
경기상업고등학교,고등학교,서울특별시
경기여자고등학교,고등학교,서울특별시
경기초등학교,초등학교,서울특별시
경동고등학교,고등학교,서울특별시
경문고등학교,고등학교,서울특별시
경복고등학교,고등학교,서울특별시
경복비즈니스고등학교,고등학교,서울특별시
경복여자고등학교,고등학교,서울특별시
경복초등학교,초등학교,서울특별시
경서중학교,중학교,서울특별시
경성고등학교,고등학교,서울특별시
경성중학교,중학교,서울특별시
경수중학교,중학교,서울특별시
경신고등학교,고등학교,서울특별시
경신중학교,중학교,서울특별시
경원중학교,중학교,서울특별시
경인고등학교,고등학교,서울특별시
경인중학교,중학교,서울특별시
경일고등학교,고등학교,서울특별시
경일중학교,중학교,서울특별시
경희고등학교,고등학교,서울특별시
경희여자고등학교,고등학교,서울특별시
경희여자중학교,중학교,서울특별시
경희중학교,중학교,서울특별시
경희초등학교,초등학교,서울특별시
계성고등학교,고등학교,서울특별시
계성초등학교,초등학교,서울특별시
고덕중학교,중학교,서울특별시
고려대학교사범대학부속고등학교,고등학교,서울특별시
고려대학교사범대학부속중학교,중학교,서울특별시
고명외식고등학교,고등학교,서울특별시
고명중학교,중학교,서울특별시
고척고등학교,고등학교,서울특별시
고척중학교,중학교,서울특별시
공릉중학교,중학교,서울특별시
공항고등학교,고등학교,서울특별시
공항중학교,중학교,서울특별시
관악고등학교,고등학교,서울특별시
관악중학교,중학교,서울특별시
광남고등학교,고등학교,서울특별시
광남중학교,중학교,서울특별시
광문고등학교,고등학교,서울특별시
광성고등학교,고등학교,서울특별시
광성중학교,중학교,서울특별시
광성하늘빛학교,특수학교,서울특별시
광신고등학교,고등학교,서울특별시
광신방송예술고등학교,고등학교,서울특별시
광신중학교,중학교,서울특별시
광양고등학교,고등학교,서울특별시
광양중학교,중학교,서울특별시
광영고등학교,고등학교,서울특별시
광영여자고등학교,고등학교,서울특별시
광운인공지능고등학교,고등학교,서울특별시
광운중학교,중학교,서울특별시
광운초등학교,초등학교,서울특별시
광장중학교,중학교,서울특별시
광진중학교,중학교,서울특별시
광희중학교,중학교,서울특별시
교남학교,특수학교,서울특별시
구로고등학교,고등학교,서울특별시
구로중학교,중학교,서울특별시
구룡중학교,중학교,서울특별시
구산중학교,중학교,서울특별시
구암고등학교,고등학교,서울특별시
구암중학교,중학교,서울특별시
구의중학교,중학교,서울특별시
구일고등학교,고등학교,서울특별시
구일중학교,중학교,서울특별시
구현고등학교,고등학교,서울특별시
국립국악고등학교,고등학교,서울특별시
국립전통예술고등학교,고등학교,서울특별시
국사봉중학교,중학교,서울특별시
금성초등학교,초등학교,서울특별시
금옥여자고등학교,고등학교,서울특별시
금옥중학교,중학교,서울특별시
금천고등학교,고등학교,서울특별시
금호고등학교,고등학교,서울특별시
금호여자중학교,중학교,서울특별시
길음중학교,중학교,서울특별시
난곡중학교,중학교,서울특별시
난우중학교,중학교,서울특별시
남강고등학교,고등학교,서울특별시
남강중학교,중학교,서울특별시
남대문중학교,중학교,서울특별시
남서울중학교,중학교,서울특별시
남성중학교,중학교,서울특별시
내곡중학교,중학교,서울특별시
노곡중학교,중학교,서울특별시
노원고등학교,고등학교,서울특별시
노원중학교,중학교,서울특별시
노일중학교,중학교,서울특별시
녹천중학교,중학교,서울특별시
누리학교,특수학교,서울특별시
누원고등학교,고등학교,서울특별시
다니엘학교,특수학교,서울특별시
단국대학교부속소프트웨어고등학교,고등학교,서울특별시
단국대학교사범대학부속고등학교,고등학교,서울특별시
단국대학교사범대학부속중학교,중학교,서울특별시
당곡고등학교,고등학교,서울특별시
당곡중학교,중학교,서울특별시
당산서중학교,중학교,서울특별시
당산중학교,중학교,서울특별시
대경생활과학고등학교,고등학교,서울특별시
대경중학교,중학교,서울특별시
대광고등학교,고등학교,서울특별시
대광중학교,중학교,서울특별시
대광초등학교,초등학교,서울특별시
대동세무고등학교,고등학교,서울특별시
대림중학교,중학교,서울특별시
대명중학교,중학교,서울특별시
대방중학교,중학교,서울특별시
대성고등학교,고등학교,서울특별시
대성중학교,중학교,서울특별시
대신고등학교,고등학교,서울특별시
대신중학교,중학교,서울특별시
대영고등학교,고등학교,서울특별시
대영중학교,중학교,서울특별시
대왕중학교,중학교,서울특별시
대원고등학교,고등학교,서울특별시
대원국제중학교,중학교,서울특별시
대원여자고등학교,고등학교,서울특별시
대원외국어고등학교,고등학교,서울특별시
대일고등학교,고등학교,서울특별시
대일관광고등학교,고등학교,서울특별시
대일외국어고등학교,고등학교,서울특별시
대진고등학교,고등학교,서울특별시
대진디자인고등학교,고등학교,서울특별시
대진여자고등학교,고등학교,서울특별시
대청중학교,중학교,서울특별시
대치중학교,중학교,서울특별시
덕산중학교,중학교,서울특별시
덕성여자고등학교,고등학교,서울특별시
덕성여자중학교,중학교,서울특별시
덕수고등학교,고등학교,서울특별시
덕수중학교,중학교,서울특별시
덕원여자고등학교,고등학교,서울특별시
덕원예술고등학교,고등학교,서울특별시
덕원중학교,중학교,서울특별시
덕일전자공업고등학교,고등학교,서울특별시
도곡중학교,중학교,서울특별시
도봉중학교,중학교,서울특별시
도선고등학교,고등학교,서울특별시
독산고등학교,고등학교,서울특별시
동광초등학교,초등학교,서울특별시
동구여자중학교,중학교,서울특별시
동국대학교사범대학부속가람고등학교,고등학교,서울특별시
동국대학교사범대학부속가람중학교,중학교,서울특별시
동국대학교사범대학부속고등학교,고등학교,서울특별시
동국대학교사범대학부속중학교,중학교,서울특별시
동대문중학교,중학교,서울특별시
동덕여자고등학교,고등학교,서울특별시
동덕여자중학교,중학교,서울특별시
동도중학교,중학교,서울특별시
동마중학교,중학교,서울특별시
동명생활경영고등학교,고등학교,서울특별시
동명여자고등학교,고등학교,서울특별시
동명여자중학교,중학교,서울특별시
동북고등학교,고등학교,서울특별시
동북중학교,중학교,서울특별시
동북초등학교,초등학교,서울특별시
동산초등학교,초등학교,서울특별시
동성고등학교,고등학교,서울특별시
동성중학교,중학교,서울특별시
동신중학교,중학교,서울특별시
동양고등학교,고등학교,서울특별시
동양중학교,중학교,서울특별시
동원중학교,중학교,서울특별시
동일여자고등학교,고등학교,서울특별시
동일중학교,중학교,서울특별시
동작고등학교,고등학교,서울특별시
동작중학교,중학교,서울특별시
둔촌고등학교,고등학교,서울특별시
둔촌중학교,중학교,서울특별시
등명중학교,중학교,서울특별시
등원중학교,중학교,서울특별시
등촌고등학교,고등학교,서울특별시
등촌중학교,중학교,서울특별시
리라아트고등학교,고등학교,서울특별시
리라초등학교,초등학교,서울특별시
마곡중학교,중학교,서울특별시
마곡하늬중학교,중학교,서울특별시
마장중학교,중학교,서울특별시
마포고등학교,고등학교,서울특별시
마포중학교,중학교,서울특별시
매원초등학교,초등학교,서울특별시
면목고등학교,고등학교,서울특별시
면목중학교,중학교,서울특별시
명덕고등학교,고등학교,서울특별시
명덕여자고등학교,고등학교,서울특별시
명덕여자중학교,중학교,서울특별시
명덕외국어고등학교,고등학교,서울특별시
명일여자고등학교,고등학교,서울특별시
명일중학교,중학교,서울특별시
명지고등학교,고등학교,서울특별시
명지중학교,중학교,서울특별시
명지초등학교,초등학교,서울특별시
목동고등학교,고등학교,서울특별시
목동중학교,중학교,서울특별시
목운중학교,중학교,서울특별시
목일중학교,중학교,서울특별시
무학여자고등학교,고등학교,서울특별시
무학중학교,중학교,서울특별시
문래중학교,중학교,서울특별시
문성중학교,중학교,서울특별시
문일고등학교,고등학교,서울특별시
문일중학교,중학교,서울특별시
문정고등학교,고등학교,서울특별시
문정중학교,중학교,서울특별시
문창중학교,중학교,서울특별시
문현고등학교,고등학교,서울특별시
문현중학교,중학교,서울특별시
미래산업과학고등학교,고등학교,서울특별시
미림마이스터고등학교,고등학교,서울특별시
미림여자고등학교,고등학교,서울특별시
미성중학교,중학교,서울특별시
밀알학교,특수학교,서울특별시
반포고등학교,고등학교,서울특별시
반포중학교,중학교,서울특별시
방배중학교,중학교,서울특별시
방산고등학교,고등학교,서울특별시
방산중학교,중학교,서울특별시
방원중학교,중학교,서울특별시
방이중학교,중학교,서울특별시
방학중학교,중학교,서울특별시
방화중학교,중학교,서울특별시
배명고등학교,고등학교,서울특별시
배명중학교,중학교,서울특별시
배문고등학교,고등학교,서울특별시
배문중학교,중학교,서울특별시
배재고등학교,고등학교,서울특별시
배재중학교,중학교,서울특별시
배화여자고등학교,고등학교,서울특별시
배화여자중학교,중학교,서울특별시
백석중학교,중학교,서울특별시
백암고등학교,고등학교,서울특별시
백운중학교,중학교,서울특별시
번동중학교,중학교,서울특별시
보성고등학교,고등학교,서울특별시
보성여자고등학교,고등학교,서울특별시
보성여자중학교,중학교,서울특별시
보성중학교,중학교,서울특별시
보인고등학교,고등학교,서울특별시
보인중학교,중학교,서울특별시
봉림중학교,중학교,서울특별시
봉영여자중학교,중학교,서울특별시
봉원중학교,중학교,서울특별시
봉은중학교,중학교,서울특별시
봉화중학교,중학교,서울특별시
북서울중학교,중학교,서울특별시
북악중학교,중학교,서울특별시
불광중학교,중학교,서울특별시
불암고등학교,고등학교,서울특별시
불암중학교,중학교,서울특별시
사당중학교,중학교,서울특별시
삼각산고등학교,고등학교,서울특별시
삼각산중학교,중학교,서울특별시
삼선중학교,중학교,서울특별시
삼성고등학교,고등학교,서울특별시
삼성중학교,중학교,서울특별시
삼정중학교,중학교,서울특별시
상경중학교,중학교,서울특별시
상계고등학교,고등학교,서울특별시
상계제일중학교,중학교,서울특별시
상계중학교,중학교,서울특별시
상도중학교,중학교,서울특별시
상명고등학교,고등학교,서울특별시
상명대학교사범대학부속여자고등학교,고등학교,서울특별시
상명대학교사범대학부속여자중학교,중학교,서울특별시
상명대학교사범대학부속초등학교,초등학교,서울특별시
상명중학교,중학교,서울특별시
상명초등학교,초등학교,서울특별시
상문고등학교,고등학교,서울특별시
상봉중학교,중학교,서울특별시
상신중학교,중학교,서울특별시
상암고등학교,고등학교,서울특별시
상암중학교,중학교,서울특별시
상원중학교,중학교,서울특별시
상일미디어고등학교,고등학교,서울특별시
상일여자고등학교,고등학교,서울특별시
상일중학교,중학교,서울특별시
상현중학교,중학교,서울특별시
서라벌고등학교,고등학교,서울특별시
서라벌중학교,중학교,서울특별시
서문여자고등학교,고등학교,서울특별시
서문여자중학교,중학교,서울특별시
서서울생활과학고등학교,고등학교,서울특별시
서연중학교,중학교,서울특별시
서운중학교,중학교,서울특별시
서울가곡초등학교,초등학교,서울특별시
서울가동초등학교,초등학교,서울특별시
서울가락초등학교,초등학교,서울특별시
서울가산초등학교,초등학교,서울특별시
서울가양초등학교,초등학교,서울특별시
서울가원초등학교,초등학교,서울특별시
서울가인초등학교,초등학교,서울특별시
서울가재울초등학교,초등학교,서울특별시
서울가주초등학교,초등학교,서울특별시
서울갈산초등학교,초등학교,서울특별시
서울갈현초등학교,초등학교,서울특별시
서울강남초등학교,초등학교,서울특별시
서울강덕초등학교,초등학교,서울특별시
서울강동초등학교,초등학교,서울특별시
서울강명초등학교,초등학교,서울특별시
서울강빛초등학교,초등학교,서울특별시
서울강서초등학교,초등학교,서울특별시
서울강솔초등학교,초등학교,서울특별시
서울강신초등학교,초등학교,서울특별시
서울강월초등학교,초등학교,서울특별시
서울강일초등학교,초등학교,서울특별시
서울개롱초등학교,초등학교,서울특별시
서울개명초등학교,초등학교,서울특별시
서울개봉초등학교,초등학교,서울특별시
서울개운초등학교,초등학교,서울특별시
서울개웅초등학교,초등학교,서울특별시
서울개원초등학교,초등학교,서울특별시
서울개일초등학교,초등학교,서울특별시
서울개포초등학교,초등학교,서울특별시
서울개현초등학교,초등학교,서울특별시
서울개화초등학교,초등학교,서울특별시
서울거여초등학교,초등학교,서울특별시
서울거원초등학교,초등학교,서울특별시
서울경동초등학교,초등학교,서울특별시
서울경수초등학교,초등학교,서울특별시
서울경운학교,특수학교,서울특별시
서울경인초등학교,초등학교,서울특별시
서울경일초등학교,초등학교,서울특별시
서울계남초등학교,초등학교,서울특별시
서울계상초등학교,초등학교,서울특별시
서울고덕초등학교,초등학교,서울특별시
서울고등학교,고등학교,서울특별시
서울고명초등학교,초등학교,서울특별시
서울고산초등학교,초등학교,서울특별시
서울고원초등학교,초등학교,서울특별시
서울고은초등학교,초등학교,서울특별시
서울고일초등학교,초등학교,서울특별시
서울고척초등학교,초등학교,서울특별시
서울고현초등학교,초등학교,서울특별시
서울공덕초등학교,초등학교,서울특별시
서울공릉초등학교,초등학교,서울특별시
서울공업고등학교,고등학교,서울특별시
서울공연예술고등학교,고등학교,서울특별시
서울공연초등학교,초등학교,서울특별시
서울공진초등학교,초등학교,서울특별시
서울공항초등학교,초등학교,서울특별시
서울과학고등학교,고등학교,서울특별시
서울관광고등학교,고등학교,서울특별시
서울관악초등학교,초등학교,서울특별시
서울광남초등학교,초등학교,서울특별시
서울광장초등학교,초등학교,서울특별시
서울광진초등학교,초등학교,서울특별시
서울광진학교,특수학교,서울특별시
서울광희초등학교,초등학교,서울특별시
서울교동초등학교,초등학교,서울특별시
서울교육대학교부설초등학교,초등학교,서울특별시
서울구남초등학교,초등학교,서울특별시
서울구로남초등학교,초등학교,서울특별시
서울구로초등학교,초등학교,서울특별시
서울구룡초등학교,초등학교,서울특별시
서울구산초등학교,초등학교,서울특별시
서울구암초등학교,초등학교,서울특별시
서울구의초등학교,초등학교,서울특별시
서울구일초등학교,초등학교,서울특별시
서울구현초등학교,초등학교,서울특별시
서울국제고등학교,고등학교,서울특별시
서울군자초등학교,초등학교,서울특별시
서울금나래초등학교,초등학교,서울특별시
서울금동초등학교,초등학교,서울특별시
서울금북초등학교,초등학교,서울특별시
서울금산초등학교,초등학교,서울특별시
서울금양초등학교,초등학교,서울특별시
서울금옥초등학교,초등학교,서울특별시
서울금융고등학교,고등학교,서울특별시
서울금천초등학교,초등학교,서울특별시
서울금호초등학교,초등학교,서울특별시
서울금화초등학교,초등학교,서울특별시
서울길동초등학교,초등학교,서울특별시
서울길원초등학교,초등학교,서울특별시
서울길음초등학교,초등학교,서울특별시
서울나래학교,특수학교,서울특별시
서울난곡초등학교,초등학교,서울특별시
서울난우초등학교,초등학교,서울특별시
서울난향초등학교,초등학교,서울특별시
서울남명초등학교,초등학교,서울특별시
서울남부초등학교,초등학교,서울특별시
서울남사초등학교,초등학교,서울특별시
서울남산초등학교,초등학교,서울특별시
서울남성초등학교,초등학교,서울특별시
서울남정초등학교,초등학교,서울특별시
서울남천초등학교,초등학교,서울특별시
서울내발산초등학교,초등학교,서울특별시
서울노량진초등학교,초등학교,서울특별시
서울노원초등학교,초등학교,서울특별시
서울노일초등학교,초등학교,서울특별시
서울녹번초등학교,초등학교,서울특별시
서울녹천초등학교,초등학교,서울특별시
서울논현초등학교,초등학교,서울특별시
서울농학교,특수학교,서울특별시
서울누원초등학교,초등학교,서울특별시
서울다원학교,특수학교,서울특별시
서울답십리초등학교,초등학교,서울특별시
서울당곡초등학교,초등학교,서울특별시
서울당산초등학교,초등학교,서울특별시
서울당서초등학교,초등학교,서울특별시
서울당중초등학교,초등학교,서울특별시
서울당현초등학교,초등학교,서울특별시
서울대곡초등학교,초등학교,서울특별시
서울대길초등학교,초등학교,서울특별시
서울대도초등학교,초등학교,서울특별시
서울대동초등학교,초등학교,서울특별시
서울대림초등학교,초등학교,서울특별시
서울대명초등학교,초등학교,서울특별시
서울대모초등학교,초등학교,서울특별시
서울대방초등학교,초등학교,서울특별시
서울대신초등학교,초등학교,서울특별시
서울대영초등학교,초등학교,서울특별시
서울대왕초등학교,초등학교,서울특별시
서울대은초등학교,초등학교,서울특별시
서울대조초등학교,초등학교,서울특별시
서울대진초등학교,초등학교,서울특별시
서울대청초등학교,초등학교,서울특별시
서울대치초등학교,초등학교,서울특별시
서울대학교사범대학부설고등학교,고등학교,서울특별시
서울대학교사범대학부설여자중학교,중학교,서울특별시
서울대학교사범대학부설중학교,중학교,서울특별시
서울대학교사범대학부설초등학교,초등학교,서울특별시
서울대현초등학교,초등학교,서울특별시
서울덕수초등학교,초등학교,서울특별시
서울덕암초등학교,초등학교,서울특별시
서울덕의초등학교,초등학교,서울특별시
서울도곡초등학교,초등학교,서울특별시
서울도림초등학교,초등학교,서울특별시
서울도봉초등학교,초등학교,서울특별시
서울도성초등학교,초등학교,서울특별시
서울도솔학교,특수학교,서울특별시
서울도시과학기술고등학교,고등학교,서울특별시
서울도신초등학교,초등학교,서울특별시
서울독립문초등학교,초등학교,서울특별시
서울독산초등학교,초등학교,서울특별시
서울돈암초등학교,초등학교,서울특별시
서울동교초등학교,초등학교,서울특별시
서울동구고등학교,고등학교,서울특별시
서울동구로초등학교,초등학교,서울특별시
서울동답초등학교,초등학교,서울특별시
서울동명초등학교,초등학교,서울특별시
서울동산고등학교,고등학교,서울특별시
서울동신초등학교,초등학교,서울특별시
서울동원초등학교,초등학교,서울특별시
서울동의초등학교,초등학교,서울특별시
서울동일초등학교,초등학교,서울특별시
서울동자초등학교,초등학교,서울특별시
서울동작초등학교,초등학교,서울특별시
서울동천학교,특수학교,서울특별시
서울동호초등학교,초등학교,서울특별시
서울두산초등학교,초등학교,서울특별시
서울둔촌초등학교,초등학교,서울특별시
서울등마초등학교,초등학교,서울특별시
서울등명초등학교,초등학교,서울특별시
서울등서초등학교,초등학교,서울특별시
서울등양초등학교,초등학교,서울특별시
서울등원초등학교,초등학교,서울특별시
서울등촌초등학교,초등학교,서울특별시
서울등현초등학교,초등학교,서울특별시
서울디자인고등학교,고등학교,서울특별시
서울디지털콘텐츠고등학교,고등학교,서울특별시
서울디지텍고등학교,고등학교,서울특별시
서울로봇고등학교,고등학교,서울특별시
서울마장초등학교,초등학교,서울특별시
서울마천초등학교,초등학교,서울특별시
서울마포초등학교,초등학교,서울특별시
서울망우초등학교,초등학교,서울특별시
서울망원초등학교,초등학교,서울특별시
서울매그넷고등학교,고등학교,서울특별시
서울매동초등학교,초등학교,서울특별시
서울매봉초등학교,초등학교,서울특별시
서울매헌초등학교,초등학교,서울특별시
서울맹학교,특수학교,서울특별시
서울면남초등학교,초등학교,서울특별시
서울면동초등학교,초등학교,서울특별시
서울면목초등학교,초등학교,서울특별시
서울면북초등학교,초등학교,서울특별시
서울면일초등학교,초등학교,서울특별시
서울면중초등학교,초등학교,서울특별시
서울명덕초등학교,초등학교,서울특별시
서울명신초등학교,초등학교,서울특별시
서울명원초등학교,초등학교,서울특별시
서울명일초등학교,초등학교,서울특별시
서울목동초등학교,초등학교,서울특별시
서울목운초등학교,초등학교,서울특별시
서울목원초등학교,초등학교,서울특별시
서울묘곡초등학교,초등학교,서울특별시
서울무학초등학교,초등학교,서울특별시
서울묵동초등학교,초등학교,서울특별시
서울묵현초등학교,초등학교,서울특별시
서울문교초등학교,초등학교,서울특별시
서울문덕초등학교,초등학교,서울특별시
서울문래초등학교,초등학교,서울특별시
서울문백초등학교,초등학교,서울특별시
서울문성초등학교,초등학교,서울특별시
서울문영여자고등학교,고등학교,서울특별시
서울문영여자중학교,중학교,서울특별시
서울문정초등학교,초등학교,서울특별시
서울문창초등학교,초등학교,서울특별시
서울문현초등학교,초등학교,서울특별시
서울문화고등학교,고등학교,서울특별시
서울미동초등학교,초등학교,서울특별시
서울미래초등학교,초등학교,서울특별시
서울미성초등학교,초등학교,서울특별시
서울미술고등학교,고등학교,서울특별시
서울미아초등학교,초등학교,서울특별시
서울미양초등학교,초등학교,서울특별시
서울반도체고등학교,고등학교,서울특별시
서울반원초등학교,초등학교,서울특별시
서울반포초등학교,초등학교,서울특별시
서울발산초등학교,초등학교,서울특별시
서울방배초등학교,초등학교,서울특별시
서울방산초등학교,초등학교,서울특별시
서울방송고등학교,고등학교,서울특별시
서울방이초등학교,초등학교,서울특별시
서울방일초등학교,초등학교,서울특별시
서울방학초등학교,초등학교,서울특별시
서울방현초등학교,초등학교,서울특별시
서울방화초등학교,초등학교,서울특별시
서울배봉초등학교,초등학교,서울특별시
서울백산초등학교,초등학교,서울특별시
서울백석초등학교,초등학교,서울특별시
서울백영고등학교,고등학교,서울특별시
서울백운초등학교,초등학교,서울특별시
서울버들초등학교,초등학교,서울특별시
서울번동초등학교,초등학교,서울특별시
서울보광초등학교,초등학교,서울특별시
서울보라매초등학교,초등학교,서울특별시
서울본동초등학교,초등학교,서울특별시
서울봉래초등학교,초등학교,서울특별시
서울봉은초등학교,초등학교,서울특별시
서울봉천초등학교,초등학교,서울특별시
서울봉현초등학교,초등학교,서울특별시
서울봉화초등학교,초등학교,서울특별시
서울북가좌초등학교,초등학교,서울특별시
서울북성초등학교,초등학교,서울특별시
서울북한산초등학교,초등학교,서울특별시
서울불광초등학교,초등학교,서울특별시
서울불암초등학교,초등학교,서울특별시
서울사근초등학교,초등학교,서울특별시
서울사당초등학교,초등학교,서울특별시
서울삼각산초등학교,초등학교,서울특별시
서울삼광초등학교,초등학교,서울특별시
서울삼릉초등학교,초등학교,서울특별시
서울삼선초등학교,초등학교,서울특별시
서울삼성초등학교,초등학교,서울특별시
서울삼성학교,특수학교,서울특별시
서울삼양초등학교,초등학교,서울특별시
서울삼육초등학교,초등학교,서울특별시
서울삼일초등학교,초등학교,서울특별시
서울삼전초등학교,초등학교,서울특별시
서울삼정초등학교,초등학교,서울특별시
서울상경초등학교,초등학교,서울특별시
서울상계초등학교,초등학교,서울특별시
서울상곡초등학교,초등학교,서울특별시
서울상도초등학교,초등학교,서울특별시
서울상봉초등학교,초등학교,서울특별시
서울상수초등학교,초등학교,서울특별시
서울상신초등학교,초등학교,서울특별시
서울상암초등학교,초등학교,서울특별시
서울상원초등학교,초등학교,서울특별시
서울상월초등학교,초등학교,서울특별시
서울상일초등학교,초등학교,서울특별시
서울상지초등학교,초등학교,서울특별시
서울상천초등학교,초등학교,서울특별시
서울상현초등학교,초등학교,서울특별시
서울새롬학교,특수학교,서울특별시
서울새솔초등학교,초등학교,서울특별시
서울서강초등학교,초등학교,서울특별시
서울서교초등학교,초등학교,서울특별시
서울서래초등학교,초등학교,서울특별시
서울서빙고초등학교,초등학교,서울특별시
서울서신초등학교,초등학교,서울특별시
서울서원초등학교,초등학교,서울특별시
서울서이초등학교,초등학교,서울특별시
서울서일초등학교,초등학교,서울특별시
서울서정초등학교,초등학교,서울특별시
서울서진학교,특수학교,서울특별시
서울서초초등학교,초등학교,서울특별시
서울석계초등학교,초등학교,서울특별시
서울석관초등학교,초등학교,서울특별시
서울석촌초등학교,초등학교,서울특별시
서울선곡초등학교,초등학교,서울특별시
서울선린초등학교,초등학교,서울특별시
서울선사초등학교,초등학교,서울특별시
서울선유초등학교,초등학교,서울특별시
서울성내초등학교,초등학교,서울특별시
서울성북초등학교,초등학교,서울특별시
서울성산초등학교,초등학교,서울특별시
서울성서초등학교,초등학교,서울특별시
서울성수초등학교,초등학교,서울특별시
서울성원초등학교,초등학교,서울특별시
서울성일초등학교,초등학교,서울특별시
서울성자초등학교,초등학교,서울특별시
서울세검정초등학교,초등학교,서울특별시
서울세곡초등학교,초등학교,서울특별시
서울세륜초등학교,초등학교,서울특별시
서울세명초등학교,초등학교,서울특별시
서울세종고등학교,고등학교,서울특별시
서울소의초등학교,초등학교,서울특별시
서울송례초등학교,초등학교,서울특별시
서울송원초등학교,초등학교,서울특별시
서울송전초등학교,초등학교,서울특별시
서울송정초등학교,초등학교,서울특별시
서울송중초등학교,초등학교,서울특별시
서울송천초등학교,초등학교,서울특별시
서울송파초등학교,초등학교,서울특별시
서울송화초등학교,초등학교,서울특별시
서울수락초등학교,초등학교,서울특별시
서울수리초등학교,초등학교,서울특별시
서울수명초등학교,초등학교,서울특별시
서울수색초등학교,초등학교,서울특별시
서울수서초등학교,초등학교,서울특별시
서울수송초등학교,초등학교,서울특별시
서울수암초등학교,초등학교,서울특별시
서울수유초등학교,초등학교,서울특별시
서울숭곡초등학교,초등학교,서울특별시
서울숭덕초등학교,초등학교,서울특별시
서울숭례초등학교,초등학교,서울특별시
서울숭미초등학교,초등학교,서울특별시
서울숭신초등학교,초등학교,서울특별시
서울숭인초등학교,초등학교,서울특별시
서울시흥초등학교,초등학교,서울특별시
서울신가초등학교,초등학교,서울특별시
서울신강초등학교,초등학교,서울특별시
서울신계초등학교,초등학교,서울특별시
서울신곡초등학교,초등학교,서울특별시
서울신구로초등학교,초등학교,서울특별시
서울신구초등학교,초등학교,서울특별시
서울신기초등학교,초등학교,서울특별시
서울신길초등학교,초등학교,서울특별시
서울신남성초등학교,초등학교,서울특별시
서울신남초등학교,초등학교,서울특별시
서울신내초등학교,초등학교,서울특별시
서울신답초등학교,초등학교,서울특별시
서울신당초등학교,초등학교,서울특별시
서울신대림초등학교,초등학교,서울특별시
서울신도림초등학교,초등학교,서울특별시
서울신도초등학교,초등학교,서울특별시
서울신동초등학교,초등학교,서울특별시
서울신림초등학교,초등학교,서울특별시
서울신명초등학교,초등학교,서울특별시
서울신목초등학교,초등학교,서울특별시
서울신묵초등학교,초등학교,서울특별시
서울신미림초등학교,초등학교,서울특별시
서울신방학초등학교,초등학교,서울특별시
서울신봉초등학교,초등학교,서울특별시
서울신북초등학교,초등학교,서울특별시
서울신사초등학교,초등학교,서울특별시
서울신상계초등학교,초등학교,서울특별시
서울신상도초등학교,초등학교,서울특별시
서울신서초등학교,초등학교,서울특별시
서울신석초등학교,초등학교,서울특별시
서울신성초등학교,초등학교,서울특별시
서울신암초등학교,초등학교,서울특별시
서울신양초등학교,초등학교,서울특별시
서울신영초등학교,초등학교,서울특별시
서울신용산초등학교,초등학교,서울특별시
서울신우초등학교,초등학교,서울특별시
서울신원초등학교,초등학교,서울특별시
서울신월초등학교,초등학교,서울특별시
서울신은초등학교,초등학교,서울특별시
서울신자초등학교,초등학교,서울특별시
서울신정고등학교,고등학교,서울특별시
서울신정초등학교,초등학교,서울특별시
서울신중초등학교,초등학교,서울특별시
서울신창초등학교,초등학교,서울특별시
서울신천초등학교,초등학교,서울특별시
서울신학초등학교,초등학교,서울특별시
서울신현초등학교,초등학교,서울특별시
서울신화초등학교,초등학교,서울특별시
서울신흥초등학교,초등학교,서울특별시
서울쌍문초등학교,초등학교,서울특별시
서울아이티고등학교,고등학교,서울특별시
서울아주초등학교,초등학교,서울특별시
서울아현초등학교,초등학교,서울특별시
서울안산초등학교,초등학교,서울특별시
서울안암초등학교,초등학교,서울특별시
서울안천초등학교,초등학교,서울특별시
서울안평초등학교,초등학교,서울특별시
서울압구정초등학교,초등학교,서울특별시
서울애화학교,특수학교,서울특별시
서울양강초등학교,초등학교,서울특별시
서울양남초등학교,초등학교,서울특별시
서울양동초등학교,초등학교,서울특별시
서울양명초등학교,초등학교,서울특별시
서울양목초등학교,초등학교,서울특별시
서울양원숲초등학교,초등학교,서울특별시
서울양원초등학교,초등학교,서울특별시
서울양재초등학교,초등학교,서울특별시
서울양전초등학교,초등학교,서울특별시
서울양진초등학교,초등학교,서울특별시
서울양천초등학교,초등학교,서울특별시
