학교명,학교종류명,시도명
청림초등학교,초등학교,경기도
청명고등학교,고등학교,경기도
청명중학교,중학교,경기도
청명초등학교,초등학교,경기도
청목초등학교,초등학교,경기도
청북고등학교,고등학교,경기도
청북중학교,중학교,경기도
청북초등학교,초등학교,경기도
청산중학교,중학교,경기도
청석초등학교,초등학교,경기도
청성초등학교,초등학교,경기도
청솔중학교,중학교,경기도
청솔초등학교,초등학교,경기도
청수초등학교,초등학교,경기도
청심국제고등학교,고등학교,경기도
청심국제중학교,중학교,경기도
청아초등학교,초등학교,경기도
청암초등학교,초등학교,경기도
청연중학교,중학교,경기도
청연초등학교,초등학교,경기도
청옥중학교,중학교,경기도
청옥초등학교,초등학교,경기도
청운고등학교,고등학교,경기도
청운중학교,중학교,경기도
청운초등학교,초등학교,경기도
청원초등학교,초등학교,경기도
청평고등학교,고등학교,경기도
청평중학교,중학교,경기도
청평초등학교,초등학교,경기도
청학고등학교,고등학교,경기도
초당고등학교,고등학교,경기도
초당중학교,중학교,경기도
초당초등학교,초등학교,경기도
초롱초등학교,초등학교,경기도
초림초등학교,초등학교,경기도
초성초등학교,초등학교,경기도
초월고등학교,고등학교,경기도
초월중학교,중학교,경기도
초월초등학교,초등학교,경기도
초지고등학교,고등학교,경기도
초지중학교,중학교,경기도
초지초등학교,초등학교,경기도
추산초등학교,초등학교,경기도
축석초등학교,초등학교,경기도
충의중학교,중학교,경기도
충현고등학교,고등학교,경기도
충현중학교,중학교,경기도
충현초등학교,초등학교,경기도
충훈고등학교,고등학교,경기도
치동고등학교,고등학교,경기도
치동중학교,중학교,경기도
치동초등학교,초등학교,경기도
칠보중학교,중학교,경기도
칠보초등학교,초등학교,경기도
칠봉초등학교,초등학교,경기도
탄벌중학교,중학교,경기도
탄벌초등학교,초등학교,경기도
탄천초등학교,초등학교,경기도
탄현중학교,중학교,경기도
탄현초등학교,초등학교,경기도
탑동초등학교,초등학교,경기도
태광고등학교,고등학교,경기도
태광중학교,중학교,경기도
태봉초등학교,초등학교,경기도
태성고등학교,고등학교,경기도
태성중학교,중학교,경기도
태성초등학교,초등학교,경기도
태안초등학교,초등학교,경기도
태원고등학교,고등학교,경기도
태을초등학교,초등학교,경기도
태장고등학교,고등학교,경기도
태장중학교,중학교,경기도
태장초등학교,초등학교,경기도
태전고등학교,고등학교,경기도
태전중학교,중학교,경기도
태전초등학교,초등학교,경기도
태평중학교,중학교,경기도
태평초등학교,초등학교,경기도
토당초등학교,초등학교,경기도
토월초등학교,초등학교,경기도
토평고등학교,고등학교,경기도
토평중학교,중학교,경기도
토평초등학교,초등학교,경기도
통일초등학교,초등학교,경기도
통진고등학교,고등학교,경기도
통진중학교,중학교,경기도
통진초등학교,초등학교,경기도
퇴계원고등학교,고등학교,경기도
퇴계원중학교,중학교,경기도
퇴계원초등학교,초등학교,경기도
파양초등학교,초등학교,경기도
파장초등학교,초등학교,경기도
파주고등학교,고등학교,경기도
파주광일중학교,중학교,경기도
파주대원초등학교,초등학교,경기도
파주송화초등학교,초등학교,경기도
파주여자고등학교,고등학교,경기도
파주와동초등학교,초등학교,경기도
파주중학교,중학교,경기도
파주초등학교,초등학교,경기도
파평중학교,중학교,경기도
파평초등학교,초등학교,경기도
판곡고등학교,고등학교,경기도
판곡중학교,중학교,경기도
판곡초등학교,초등학교,경기도
판교고등학교,고등학교,경기도
판교대장중학교,중학교,경기도
판교대장초등학교,초등학교,경기도
판교중학교,중학교,경기도
판교초등학교,초등학교,경기도
팔곡초등학교,초등학교,경기도
팔달초등학교,초등학교,경기도
팔탄초등학교,초등학교,경기도
팔탄초등학교대방분교장,초등학교,경기도
팽성초등학교,초등학교,경기도
평내고등학교,고등학교,경기도
평내중학교,중학교,경기도
평내초등학교,초등학교,경기도
평동초등학교,초등학교,경기도
평일초등학교,초등학교,경기도
평촌경영고등학교,고등학교,경기도
평촌고등학교,고등학교,경기도
평촌과학기술고등학교,고등학교,경기도
평촌중학교,중학교,경기도
평촌초등학교,초등학교,경기도
평택고등학교,고등학교,경기도
평택대동초등학교,초등학교,경기도
평택도곡초등학교,초등학교,경기도
평택마이스터고등학교,고등학교,경기도
평택모산초등학교,초등학교,경기도
평택새빛초등학교,초등학교,경기도
평택서재초등학교,초등학교,경기도
평택성동초등학교,초등학교,경기도
평택송화초등학교,초등학교,경기도
평택안일초등학교,초등학교,경기도
평택여자고등학교,고등학교,경기도
평택여자중학교,중학교,경기도
평택영신초등학교,초등학교,경기도
평택이화초등학교,초등학교,경기도
평택중앙초등학교,초등학교,경기도
평택중학교,중학교,경기도
평택지산초등학교,초등학교,경기도
평택청아초등학교,초등학교,경기도
평택초등학교,초등학교,경기도
포곡고등학교,고등학교,경기도
포곡중학교,중학교,경기도
포곡초등학교,초등학교,경기도
포담초등학교,초등학교,경기도
포리초등학교,초등학교,경기도
포승중학교,중학교,경기도
포일초등학교,초등학교,경기도
포천고등학교,고등학교,경기도
포천노곡초등학교,초등학교,경기도
포천삼정초등학교,초등학교,경기도
포천여자중학교,중학교,경기도
포천일고등학교,고등학교,경기도
포천중학교,중학교,경기도
포천초등학교,초등학교,경기도
표교초등학교,초등학교,경기도
푸른샘초등학교,초등학교,경기도
푸른솔중학교,중학교,경기도
푸른솔초등학교,초등학교,경기도
푸른중학교,중학교,경기도
푸른초등학교,초등학교,경기도
풍덕고등학교,고등학교,경기도
풍덕초등학교,초등학교,경기도
풍동고등학교,고등학교,경기도
풍동중학교,중학교,경기도
풍동초등학교,초등학교,경기도
풍무고등학교,고등학교,경기도
풍무중학교,중학교,경기도
풍무초등학교,초등학교,경기도
풍산고등학교,고등학교,경기도
풍산중학교,중학교,경기도
풍산초등학교,초등학교,경기도
풍생고등학교,고등학교,경기도
풍생중학교,중학교,경기도
풍양중학교,중학교,경기도
풍양초등학교,초등학교,경기도
풍천초등학교,초등학교,경기도
필봉초등학교,초등학교,경기도
하길고등학교,고등학교,경기도
하길중학교,중학교,경기도
하길초등학교,초등학교,경기도
하남경영고등학교,고등학교,경기도
하남고등학교,고등학교,경기도
하남중학교,중학교,경기도
하남천현초등학교,초등학교,경기도
하남초등학교,초등학교,경기도
하남풍산초등학교,초등학교,경기도
하늘빛중학교,중학교,경기도
하늘빛초등학교,초등학교,경기도
하늘초등학교,초등학교,경기도
하랑중학교,중학교,경기도
하랑초등학교,초등학교,경기도
하성고등학교,고등학교,경기도
하성중학교,중학교,경기도
하성초등학교,초등학교,경기도
하안남초등학교,초등학교,경기도
하안북중학교,중학교,경기도
하안북초등학교,초등학교,경기도
하안중학교,중학교,경기도
하안초등학교,초등학교,경기도
하원초등학교,초등학교,경기도
하일초등학교,초등학교,경기도
하중초등학교,초등학교,경기도
하탑중학교,중학교,경기도
하탑초등학교,초등학교,경기도
학동초등학교,초등학교,경기도
학운초등학교,초등학교,경기도
학현초등학교,초등학교,경기도
한가람중학교,중학교,경기도
한가람초등학교,초등학교,경기도
한겨레고등학교,고등학교,경기도
한겨레중학교,중학교,경기도
한광고등학교,고등학교,경기도
한광여자고등학교,고등학교,경기도
한광여자중학교,중학교,경기도
한광중학교,중학교,경기도
한국경진학교,특수학교,경기도
한국관광고등학교,고등학교,경기도
한국글로벌중학교,중학교,경기도
한국도예고등학교,고등학교,경기도
한국디지털미디어고등학교,고등학교,경기도
한국문화영상고등학교,고등학교,경기도
한국선진학교,특수학교,경기도
한국애니메이션고등학교,고등학교,경기도
한국외식과학고등학교,고등학교,경기도
한국조리과학고등학교,고등학교,경기도
한길학교,특수학교,경기도
한내초등학교,초등학교,경기도
한류초등학교,초등학교,경기도
한마음초등학교,초등학교,경기도
한뫼초등학교,초등학교,경기도
한민고등학교,고등학교,경기도
한백고등학교,고등학교,경기도
한백중학교,중학교,경기도
한백초등학교,초등학교,경기도
한별중학교,중학교,경기도
한별초등학교,초등학교,경기도
한봄고등학교,고등학교,경기도
한빛고등학교,고등학교,경기도
한빛누리고등학교,고등학교,경기도
한빛누리중학교,중학교,경기도
한빛중학교,중학교,경기도
한빛초등학교,초등학교,경기도
한사랑학교,특수학교,경기도
한산초등학교,초등학교,경기도
한솔고등학교,고등학교,경기도
한솔초등학교,초등학교,경기도
한수중학교,중학교,경기도
한수초등학교,초등학교,경기도
한숲중학교,중학교,경기도
한아람초등학교,초등학교,경기도
한얼초등학교,초등학교,경기도
한여울초등학교,초등학교,경기도
한우리학교,특수학교,경기도
한울초등학교,초등학교,경기도
한율초등학교,초등학교,경기도
한일초등학교,초등학교,경기도
한터초등학교,초등학교,경기도
한홀초등학교,초등학교,경기도
함박초등학교,초등학교,경기도
함현고등학교,고등학교,경기도
함현중학교,중학교,경기도
함현초등학교,초등학교,경기도
합정초등학교,초등학교,경기도
해밀초등학교,초등학교,경기도
해솔중학교,중학교,경기도
해솔초등학교,초등학교,경기도
해오름초등학교,초등학교,경기도
해운초등학교,초등학교,경기도
해원학교,특수학교,경기도
해창중학교,중학교,경기도
해창초등학교,초등학교,경기도
행남초등학교,초등학교,경기도
행신고등학교,고등학교,경기도
행신중학교,중학교,경기도
행신초등학교,초등학교,경기도
행정초등학교,초등학교,경기도
행주초등학교,초등학교,경기도
향남고등학교,고등학교,경기도
향남중학교,중학교,경기도
향남초등학교,초등학교,경기도
향동고등학교,고등학교,경기도
향동숲내초등학교,초등학교,경기도
향동중학교,중학교,경기도
향동초등학교,초등학교,경기도
향산중학교,중학교,경기도
향산초등학교,초등학교,경기도
향일고등학교,고등학교,경기도
헌산중학교,중학교,경기도
현덕초등학교,초등학교,경기도
현덕초등학교광덕분교장,초등학교,경기도
현매초등학교,초등학교,경기도
현산중학교,중학교,경기도
현산초등학교,초등학교,경기도
현암고등학교,고등학교,경기도
현암중학교,중학교,경기도
현암초등학교,초등학교,경기도
현일초등학교,초등학교,경기도
현촌초등학교,초등학교,경기도
현화고등학교,고등학교,경기도
현화중학교,중학교,경기도
현화초등학교,초등학교,경기도
호계중학교,중학교,경기도
호계초등학교,초등학교,경기도
호곡중학교,중학교,경기도
호곡초등학교,초등학교,경기도
호동초등학교,초등학교,경기도
호매실고등학교,고등학교,경기도
호매실중학교,중학교,경기도
호매실초등학교,초등학교,경기도
호법초등학교,초등학교,경기도
호성중학교,중학교,경기도
호성초등학교,초등학교,경기도
호수초등학교,초등학교,경기도
호암초등학교,초등학교,경기도
호연초등학교,초등학교,경기도
호원고등학교,고등학교,경기도
호원중학교,중학교,경기도
호원초등학교,초등학교,경기도
호평고등학교,고등학교,경기도
호평중학교,중학교,경기도
호평초등학교,초등학교,경기도
홀트학교,특수학교,경기도
홍원초등학교,초등학교,경기도
홍익디자인고등학교,고등학교,경기도
홍천중학교,중학교,경기도
홍천초등학교,초등학교,경기도
화광중학교,중학교,경기도
화남초등학교,초등학교,경기도
화담고등학교,고등학교,경기도
화담중학교,중학교,경기도
화도중학교,중학교,경기도
화도초등학교,초등학교,경기도
화랑초등학교,초등학교,경기도
화봉초등학교,초등학교,경기도
화산초등학교,초등학교,경기도
화서초등학교,초등학교,경기도
화성고등학교,고등학교,경기도
화성금곡초등학교,초등학교,경기도
화성나래학교,특수학교,경기도
화성동화중학교,중학교,경기도
화성매송초등학교,초등학교,경기도
화성반월고등학교,고등학교,경기도
화성반월중학교,중학교,경기도
화성반월초등학교,초등학교,경기도
화성벌말초등학교,초등학교,경기도
화성상신중학교,중학교,경기도
화성세정중학교,중학교,경기도
화성신동초등학교,초등학교,경기도
화성월문초등학교,초등학교,경기도
화성장안초등학교,초등학교,경기도
화성장안초등학교석포분교장,초등학교,경기도
화성중학교,중학교,경기도
화성청계초등학교,초등학교,경기도
화성초등학교,초등학교,경기도
화성화수초등학교,초등학교,경기도
화수고등학교,고등학교,경기도
화수중학교,중학교,경기도
화양초등학교,초등학교,경기도
화원초등학교,초등학교,경기도
화접중학교,중학교,경기도
화접초등학교,초등학교,경기도
화정고등학교,고등학교,경기도
화정중학교,중학교,경기도
화중초등학교,초등학교,경기도
화진초등학교,초등학교,경기도
화창초등학교,초등학교,경기도
화현초등학교,초등학교,경기도
화홍고등학교,고등학교,경기도
화홍중학교,중학교,경기도
화홍초등학교,초등학교,경기도
활초초등학교,초등학교,경기도
황곡초등학교,초등학교,경기도
황룡초등학교,초등학교,경기도
회룡중학교,중학교,경기도
회룡초등학교,초등학교,경기도
회암초등학교,초등학교,경기도
회정초등학교,초등학교,경기도
회천중학교,중학교,경기도
회천초등학교,초등학교,경기도
효덕초등학교,초등학교,경기도
효동초등학교,초등학교,경기도
효명고등학교,고등학교,경기도
효명중학교,중학교,경기도
효성고등학교,고등학교,경기도
효성초등학교,초등학교,경기도
효양고등학교,고등학교,경기도
효양중학교,중학교,경기도
효원고등학교,고등학교,경기도
효원초등학교,초등학교,경기도
효자고등학교,고등학교,경기도
효자중학교,중학교,경기도
효자초등학교,초등학교,경기도
효정초등학교,초등학교,경기도
효천초등학교,초등학교,경기도
효촌초등학교,초등학교,경기도
효탑초등학교,초등학교,경기도
효행초등학교,초등학교,경기도
훈민중학교,중학교,경기도
훈민초등학교,초등학교,경기도
흥덕고등학교,고등학교,경기도
흥덕중학교,중학교,경기도
흥덕초등학교,초등학교,경기도
흥도초등학교,초등학교,경기도
흥진고등학교,고등학교,경기도
흥진중학교,중학교,경기도
흥진초등학교,초등학교,경기도
흥천중학교,중학교,경기도
흥천초등학교,초등학교,경기도
희망대초등학교,초등학교,경기도
희망학교,특수학교,경기도
희성초등학교,초등학교,경기도
가곡고등학교,고등학교,강원특별자치도
가곡중학교,중학교,강원특별자치도
가산초등학교,초등학교,강원특별자치도
가정중학교,중학교,강원특별자치도
간동고등학교,고등학교,강원특별자치도
간동중학교,중학교,강원특별자치도
간성초등학교,초등학교,강원특별자치도
갈래초등학교,초등학교,강원특별자치도
갑천고등학교,고등학교,강원특별자치도
갑천중학교,중학교,강원특별자치도
갑천초등학교,초등학교,강원특별자치도
강동초등학교,초등학교,강원특별자치도
강릉고등학교,고등학교,강원특별자치도
강릉명륜고등학교,고등학교,강원특별자치도
강릉문성고등학교,고등학교,강원특별자치도
강릉여자고등학교,고등학교,강원특별자치도
강릉오성학교,특수학교,강원특별자치도
강릉정보공업고등학교,고등학교,강원특별자치도
강릉제일고등학교,고등학교,강원특별자치도
강릉중앙고등학교,고등학교,강원특별자치도
강릉중학교,중학교,강원특별자치도
강릉초등학교,초등학교,강원특별자치도
강릉해람중학교,중학교,강원특별자치도
강림중학교,중학교,강원특별자치도
강림초등학교,초등학교,강원특별자치도
강서중학교,중학교,강원특별자치도
강원고등학교,고등학교,강원특별자치도
강원과학고등학교,고등학교,강원특별자치도
강원대학교사범대학부설고등학교,고등학교,강원특별자치도
강원명진학교,특수학교,강원특별자치도
강원생명과학고등학교,고등학교,강원특별자치도
강원생활과학고등학교,고등학교,강원특별자치도
강원애니고등학교,고등학교,강원특별자치도
강원예술고등학교,고등학교,강원특별자치도
강원외국어고등학교,고등학교,강원특별자치도
강원중학교,중학교,강원특별자치도
강원체육고등학교,고등학교,강원특별자치도
강원체육중학교,중학교,강원특별자치도
강일여자고등학교,고등학교,강원특별자치도
강현중학교,중학교,강원특별자치도
강현초등학교,초등학교,강원특별자치도
거문초등학교,초등학교,강원특별자치도
거성초등학교,초등학교,강원특별자치도
거진고등학교,고등학교,강원특별자치도
거진중학교,중학교,강원특별자치도
거진초등학교,초등학교,강원특별자치도
경포고등학교,고등학교,강원특별자치도
경포대초등학교,초등학교,강원특별자치도
경포중학교,중학교,강원특별자치도
경포초등학교,초등학교,강원특별자치도
계촌중학교,중학교,강원특별자치도
계촌초등학교,초등학교,강원특별자치도
고산초등학교,초등학교,강원특별자치도
고성고등학교,고등학교,강원특별자치도
고성중학교,중학교,강원특별자치도
고한고등학교,고등학교,강원특별자치도
고한중학교,중학교,강원특별자치도
고한초등학교,초등학교,강원특별자치도
공근중학교,중학교,강원특별자치도
공근초등학교,초등학교,강원특별자치도
공현진초등학교,초등학교,강원특별자치도
관동중학교,중학교,강원특별자치도
관설초등학교,초등학교,강원특별자치도
광덕초등학교,초등학교,강원특별자치도
광산초등학교,초등학교,강원특별자치도
광정초등학교,초등학교,강원특별자치도
광판중학교,중학교,강원특별자치도
광판초등학교,초등학교,강원특별자치도
교동초등학교,초등학교,강원특별자치도
교학초등학교,초등학교,강원특별자치도
구곡초등학교,초등학교,강원특별자치도
구래초등학교,초등학교,강원특별자치도
구송초등학교,초등학교,강원특별자치도
구정초등학교,초등학교,강원특별자치도
귀둔초등학교,초등학교,강원특별자치도
귀래중학교,중학교,강원특별자치도
귀래초등학교,초등학교,강원특별자치도
근남초등학교,초등학교,강원특별자치도
근덕중학교,중학교,강원특별자치도
근덕초등학교,초등학교,강원특별자치도
근화초등학교,초등학교,강원특별자치도
금광초등학교,초등학교,강원특별자치도
금대초등학교,초등학교,강원특별자치도
금병초등학교,초등학교,강원특별자치도
금산초등학교,초등학교,강원특별자치도
기린고등학교,고등학교,강원특별자치도
기린중학교,중학교,강원특별자치도
기린초등학교,초등학교,강원특별자치도
기린초등학교진동분교장,초등학교,강원특별자치도
김화고등학교,고등학교,강원특별자치도
김화공업고등학교,고등학교,강원특별자치도
김화여자중학교,중학교,강원특별자치도
김화중학교,중학교,강원특별자치도
김화초등학교,초등학교,강원특별자치도
나전중학교,중학교,강원특별자치도
남강초등학교,초등학교,강원특별자치도
남부초등학교,초등학교,강원특별자치도
남산초등학교,초등학교,강원특별자치도
남산초등학교서천분교장,초등학교,강원특별자치도
남선초등학교,초등학교,강원특별자치도
남애초등학교,초등학교,강원특별자치도
남원주중학교,중학교,강원특별자치도
남원주초등학교,초등학교,강원특별자치도
남춘천여자중학교,중학교,강원특별자치도
남춘천중학교,중학교,강원특별자치도
남춘천초등학교,초등학교,강원특별자치도
남평초등학교,초등학교,강원특별자치도
남호초등학교,초등학교,강원특별자치도
내대초등학교,초등학교,강원특별자치도
내면고등학교,고등학교,강원특별자치도
내면중학교,중학교,강원특별자치도
내성초등학교,초등학교,강원특별자치도
내촌중학교,중학교,강원특별자치도
내촌초등학교,초등학교,강원특별자치도
노암초등학교,초등학교,강원특별자치도
녹전중학교,중학교,강원특별자치도
녹전초등학교,초등학교,강원특별자치도
다목초등학교,초등학교,강원특별자치도
단계초등학교,초등학교,강원특별자치도
단관초등학교,초등학교,강원특별자치도
단구중학교,중학교,강원특별자치도
단구초등학교,초등학교,강원특별자치도
당림초등학교,초등학교,강원특별자치도
대곡초등학교,초등학교,강원특별자치도
대관령중학교,중학교,강원특별자치도
대관령초등학교,초등학교,강원특별자치도
대동여자중학교,중학교,강원특별자치도
대룡중학교,중학교,강원특별자치도
대성고등학교,고등학교,강원특별자치도
대암중학교,중학교,강원특별자치도
대진고등학교,고등학교,강원특별자치도
대진중학교,중학교,강원특별자치도
대진초등학교,초등학교,강원특별자치도
대포초등학교,초등학교,강원특별자치도
대화고등학교,고등학교,강원특별자치도
대화중학교,중학교,강원특별자치도
대화초등학교,초등학교,강원특별자치도
도계고등학교,고등학교,강원특별자치도
도계전산정보고등학교,고등학교,강원특별자치도
도계중학교,중학교,강원특별자치도
도계초등학교,초등학교,강원특별자치도
도성초등학교,초등학교,강원특별자치도
도창초등학교,초등학교,강원특별자치도
도촌초등학교,초등학교,강원특별자치도
도학초등학교,초등학교,강원특별자치도
동광산업과학고등학교,고등학교,강원특별자치도
동광중학교,중학교,강원특별자치도
동광초등학교,초등학교,강원특별자치도
동내초등학교,초등학교,강원특별자치도
동명중학교,중학교,강원특별자치도
동명초등학교,초등학교,강원특별자치도
동부초등학교,초등학교,강원특별자치도
동산중학교,중학교,강원특별자치도
동송초등학교,초등학교,강원특별자치도
동점초등학교,초등학교,강원특별자치도
동춘천초등학교,초등학교,강원특별자치도
동해광희고등학교,고등학교,강원특별자치도
동해광희중학교,중학교,강원특별자치도
동해삼육고등학교,고등학교,강원특별자치도
동해삼육중학교,중학교,강원특별자치도
동해삼육초등학교,초등학교,강원특별자치도
동해상업고등학교,고등학교,강원특별자치도
동해중앙초등학교,초등학교,강원특별자치도
동해중학교,중학교,강원특별자치도
동해초등학교,초등학교,강원특별자치도
동해해솔학교,특수학교,강원특별자치도
동호초등학교,초등학교,강원특별자치도
동화중학교,중학교,강원특별자치도
동화초등학교,초등학교,강원특별자치도
두촌중학교,중학교,강원특별자치도
두촌초등학교,초등학교,강원특별자치도
둔내고등학교,고등학교,강원특별자치도
둔내중학교,중학교,강원특별자치도
둔내초등학교,초등학교,강원특별자치도
둔둔초등학교,초등학교,강원특별자치도
마차고등학교,고등학교,강원특별자치도
마차중학교,중학교,강원특별자치도
마차초등학교,초등학교,강원특별자치도
만대초등학교,초등학교,강원특별자치도
만종초등학교,초등학교,강원특별자치도
만천초등학교,초등학교,강원특별자치도
망상초등학교,초등학교,강원특별자치도
매산초등학교,초등학교,강원특별자치도
매지초등학교,초등학교,강원특별자치도
맹방초등학교,초등학교,강원특별자치도
면온초등학교,초등학교,강원특별자치도
명덕초등학교,초등학교,강원특별자치도
명륜초등학교,초등학교,강원특별자치도
명주초등학교,초등학교,강원특별자치도
모곡초등학교,초등학교,강원특별자치도
모산초등학교,초등학교,강원특별자치도
묘장초등학교,초등학교,강원특별자치도
무릉초등학교,초등학교,강원특별자치도
무실초등학교,초등학교,강원특별자치도
묵호고등학교,고등학교,강원특별자치도
묵호중학교,중학교,강원특별자치도
묵호초등학교,초등학교,강원특별자치도
문곡중학교,중학교,강원특별자치도
문막고등학교,고등학교,강원특별자치도
문막중학교,중학교,강원특별자치도
문막초등학교,초등학교,강원특별자치도
문혜초등학교,초등학교,강원특별자치도
미동초등학교,초등학교,강원특별자치도
미래고등학교,고등학교,강원특별자치도
미로중학교,중학교,강원특별자치도
미로초등학교,초등학교,강원특별자치도
미탄중학교,중학교,강원특별자치도
미탄초등학교,초등학교,강원특별자치도
민족사관고등학교,고등학교,강원특별자치도
반계초등학교,초등학교,강원특별자치도
반곡중학교,중학교,강원특별자치도
반곡초등학교,초등학교,강원특별자치도
방림초등학교,초등학교,강원특별자치도
방산중학교,중학교,강원특별자치도
방산초등학교,초등학교,강원특별자치도
백전초등학교,초등학교,강원특별자치도
버들중학교,중학교,강원특별자치도
버들초등학교,초등학교,강원특별자치도
벽탄초등학교,초등학교,강원특별자치도
봄내중학교,중학교,강원특별자치도
봄내초등학교,초등학교,강원특별자치도
봉대가온학교,특수학교,강원특별자치도
봉대초등학교,초등학교,강원특별자치도
봉래중학교,중학교,강원특별자치도
봉래초등학교,초등학교,강원특별자치도
봉양초등학교,초등학교,강원특별자치도
봉의고등학교,고등학교,강원특별자치도
봉의중학교,중학교,강원특별자치도
봉의초등학교,초등학교,강원특별자치도
봉평고등학교,고등학교,강원특별자치도
봉평중학교,중학교,강원특별자치도
봉평초등학교,초등학교,강원특별자치도
부론중학교,중학교,강원특별자치도
부론초등학교,초등학교,강원특별자치도
부안초등학교,초등학교,강원특별자치도
부평초등학교,초등학교,강원특별자치도
북삼초등학교,초등학교,강원특별자치도
북원여자고등학교,고등학교,강원특별자치도
북원중학교,중학교,강원특별자치도
북원초등학교,초등학교,강원특별자치도
북평고등학교,고등학교,강원특별자치도
북평여자고등학교,고등학교,강원특별자치도
북평중학교,중학교,강원특별자치도
북평초등학교,초등학교,강원특별자치도
비두초등학교,초등학교,강원특별자치도
비봉초등학교,초등학교,강원특별자치도
사내고등학교,고등학교,강원특별자치도
사내중학교,중학교,강원특별자치도
사내초등학교,초등학교,강원특별자치도
사북고등학교,고등학교,강원특별자치도
사북중학교,중학교,강원특별자치도
사북초등학교,초등학교,강원특별자치도
사천중학교,중학교,강원특별자치도
사천초등학교,초등학교,강원특별자치도
산양초등학교,초등학교,강원특별자치도
산현초등학교,초등학교,강원특별자치도
삼생초등학교,초등학교,강원특별자치도
삼성초등학교,초등학교,강원특별자치도
삼일고등학교,고등학교,강원특별자치도
삼일중학교,중학교,강원특별자치도
삼척고등학교,고등학교,강원특별자치도
삼척남초등학교,초등학교,강원특별자치도
삼척여자고등학교,고등학교,강원특별자치도
삼척중앙초등학교,초등학교,강원특별자치도
삼척중학교,중학교,강원특별자치도
삼척초등학교,초등학교,강원특별자치도
삼포초등학교,초등학교,강원특별자치도
삼화초등학교,초등학교,강원특별자치도
상남중학교,중학교,강원특별자치도
상남초등학교,초등학교,강원특별자치도
상동고등학교,고등학교,강원특별자치도
상동중학교,중학교,강원특별자치도
상서중학교,중학교,강원특별자치도
상승초등학교,초등학교,강원특별자치도
상장중학교,중학교,강원특별자치도
상장초등학교,초등학교,강원특별자치도
상지대관령고등학교,고등학교,강원특별자치도
상지여자고등학교,고등학교,강원특별자치도
상지여자중학교,중학교,강원특별자치도
상천초등학교,초등학교,강원특별자치도
상평초등학교,초등학교,강원특별자치도
상평초등학교공수전분교장,초등학교,강원특별자치도
상평초등학교오색분교장,초등학교,강원특별자치도
샘마루초등학교,초등학교,강원특별자치도
서곡초등학교,초등학교,강원특별자치도
서면초등학교,초등학교,강원특별자치도
서부초등학교,초등학교,강원특별자치도
서상초등학교,초등학교,강원특별자치도
서석고등학교,고등학교,강원특별자치도
서석중학교,중학교,강원특별자치도
서석초등학교,초등학교,강원특별자치도
서석초등학교청량분교장,초등학교,강원특별자치도
서원주초등학교,초등학교,강원특별자치도
서원중학교,중학교,강원특별자치도
서원초등학교,초등학교,강원특별자치도
서화중학교,중학교,강원특별자치도
서화초등학교,초등학교,강원특별자치도
석사초등학교,초등학교,강원특별자치도
석정여자고등학교,고등학교,강원특별자치도
석정여자중학교,중학교,강원특별자치도
석천중학교,중학교,강원특별자치도
석화초등학교,초등학교,강원특별자치도
설악고등학교,고등학교,강원특별자치도
설악중학교,중학교,강원특별자치도
설악초등학교,초등학교,강원특별자치도
설온중학교,중학교,강원특별자치도
섬강고등학교,고등학교,강원특별자치도
섬강중학교,중학교,강원특별자치도
섬강초등학교,초등학교,강원특별자치도
성남초등학교,초등학교,강원특별자치도
성덕초등학교,초등학교,강원특별자치도
성림초등학교,초등학교,강원특별자치도
성북초등학교,초등학교,강원특별자치도
성산초등학교,초등학교,강원특별자치도
성수고등학교,고등학교,강원특별자치도
성수여자고등학교,고등학교,강원특별자치도
성원초등학교,초등학교,강원특별자치도
세연중학교,중학교,강원특별자치도
소야초등학교,초등학교,강원특별자치도
소양중학교,중학교,강원특별자치도
소양초등학교,초등학교,강원특별자치도
소초초등학교,초등학교,강원특별자치도
속사초등학교,초등학교,강원특별자치도
속초고등학교,고등학교,강원특별자치도
속초여자고등학교,고등학교,강원특별자치도
속초중학교,중학교,강원특별자치도
속초청해학교,특수학교,강원특별자치도
속초초등학교,초등학교,강원특별자치도
속초해랑중학교,중학교,강원특별자치도
손양초등학교,초등학교,강원특별자치도
솔샘초등학교,초등학교,강원특별자치도
솔올중학교,중학교,강원특별자치도
송양초등학교,초등학교,강원특별자치도
송정초등학교,초등학교,강원특별자치도
송포초등학교,초등학교,강원특별자치도
송화초등학교,초등학교,강원특별자치도
수백초등학교,초등학교,강원특별자치도
숲실초등학교,초등학교,강원특별자치도
신남고등학교,고등학교,강원특별자치도
신남중학교,중학교,강원특별자치도
신남초등학교,초등학교,강원특별자치도
신동초등학교,초등학교,강원특별자치도
신리초등학교,초등학교,강원특별자치도
신림중학교,중학교,강원특별자치도
신림초등학교,초등학교,강원특별자치도
신영초등학교,초등학교,강원특별자치도
신왕초등학교,초등학교,강원특별자치도
신천초등학교,초등학교,강원특별자치도
신철원고등학교,고등학교,강원특별자치도
신철원중학교,중학교,강원특별자치도
신철원초등학교,초등학교,강원특별자치도
신평초등학교,초등학교,강원특별자치도
신포중학교,중학교,강원특별자치도
실내초등학교,초등학교,강원특별자치도
쌍룡중학교,중학교,강원특별자치도
쌍룡초등학교,초등학교,강원특별자치도
아야진초등학교,초등학교,강원특별자치도
